"ID","Indicator","Red","Green","Blue"
1,"0",64,67,50
2,"0",64,67,50
3,"0",64,66,49
4,"0",75,82,53
5,"0",74,82,54
6,"0",72,76,52
7,"0",71,72,51
8,"0",69,70,49
9,"0",68,70,49
10,"0",67,70,50
11,"0",66,69,50
12,"0",64,67,50
13,"0",62,66,50
14,"0",82,85,55
15,"0",82,83,54
16,"0",79,80,53
17,"0",77,79,53
18,"0",74,80,53
19,"0",73,80,54
20,"0",73,79,54
21,"0",73,75,53
22,"0",73,74,52
23,"0",71,75,51
24,"0",70,74,50
25,"0",69,73,50
26,"0",67,70,51
27,"0",64,68,50
28,"0",61,65,49
29,"0",69,67,51
30,"0",71,75,52
31,"0",74,81,52
32,"0",77,84,53
33,"0",78,85,55
34,"0",79,85,56
35,"0",80,82,54
36,"0",80,79,53
37,"0",77,76,52
38,"0",74,75,52
39,"0",71,76,53
40,"0",72,77,54
41,"0",73,77,54
42,"0",74,76,53
43,"0",75,77,52
44,"0",74,80,51
45,"0",72,78,51
46,"0",71,74,51
47,"0",68,71,50
48,"0",64,68,50
49,"0",60,65,49
50,"0",66,68,50
51,"0",66,68,50
52,"0",65,66,50
53,"0",66,65,49
54,"0",67,63,49
55,"0",67,66,50
56,"0",68,69,51
57,"0",71,76,51
58,"0",73,81,52
59,"0",75,82,53
60,"0",76,83,54
61,"0",76,84,56
62,"0",77,80,54
63,"0",77,76,52
64,"0",74,72,50
65,"0",71,71,51
66,"0",69,73,52
67,"0",70,74,54
68,"0",72,75,55
69,"0",74,75,54
70,"0",75,77,53
71,"0",73,80,52
72,"0",72,78,51
73,"0",70,75,51
74,"0",67,71,50
75,"0",65,66,50
76,"0",61,61,49
77,"0",62,62,49
78,"0",60,65,49
79,"0",62,68,49
80,"0",63,71,50
81,"0",65,71,50
82,"0",66,69,50
83,"0",66,69,50
84,"0",67,68,50
85,"0",67,66,50
86,"0",67,65,50
87,"0",67,65,50
88,"0",68,66,50
89,"0",68,67,50
90,"0",70,73,51
91,"0",72,77,51
92,"0",75,79,53
93,"0",75,80,54
94,"0",75,81,56
95,"0",76,76,53
96,"0",75,72,51
97,"0",72,70,49
98,"0",70,69,50
99,"0",67,69,52
100,"0",69,72,54
101,"0",71,74,56
102,"0",73,74,55
103,"0",74,75,54
104,"0",72,77,53
105,"0",70,77,52
106,"0",68,75,51
107,"0",67,70,50
108,"0",65,63,49
109,"0",64,58,49
110,"0",65,61,49
111,"0",56,56,46
112,"0",55,56,48
113,"0",55,56,49
114,"0",54,55,49
115,"0",56,58,49
116,"0",58,62,49
117,"0",60,65,49
118,"0",62,68,49
119,"0",63,71,50
120,"0",65,71,50
121,"0",66,70,50
122,"0",67,69,50
123,"0",68,69,50
124,"0",68,67,50
125,"0",68,66,50
126,"0",68,66,50
127,"0",68,66,50
128,"0",68,66,50
129,"0",70,71,51
130,"0",72,74,51
131,"0",75,78,52
132,"0",75,79,54
133,"0",74,80,55
134,"0",74,74,53
135,"0",73,70,51
136,"0",70,67,49
137,"0",68,67,50
138,"0",66,69,52
139,"0",68,72,54
140,"0",70,74,56
141,"0",72,74,54
142,"0",72,74,53
143,"0",70,76,52
144,"0",67,74,51
145,"0",65,71,50
146,"0",66,67,49
147,"0",66,64,49
148,"0",67,63,50
149,"0",68,68,50
150,"0",54,52,46
151,"0",56,54,46
152,"0",59,56,45
153,"0",59,58,45
154,"0",59,60,45
155,"0",58,59,46
156,"0",57,57,47
157,"0",56,56,48
158,"0",55,55,48
159,"0",55,55,48
160,"0",56,58,48
161,"0",58,62,48
162,"0",60,65,49
163,"0",62,69,49
164,"0",63,73,50
165,"0",64,73,50
166,"0",65,71,51
167,"0",67,71,51
168,"0",68,71,51
169,"0",70,70,51
170,"0",70,69,50
171,"0",69,69,50
172,"0",68,68,50
173,"0",68,67,50
174,"0",70,70,51
175,"0",73,73,51
176,"0",75,77,52
177,"0",75,80,53
178,"0",73,82,54
179,"0",72,74,52
180,"0",70,69,51
181,"0",69,65,49
182,"0",67,66,50
183,"0",65,70,52
184,"0",67,74,54
185,"0",69,76,55
186,"0",71,74,54
187,"0",71,74,52
188,"0",68,75,50
189,"0",66,72,50
190,"0",63,67,49
191,"0",65,65,49
192,"0",67,65,49
193,"0",69,69,50
194,"0",70,74,51
195,"0",72,78,51
196,"0",50,52,46
197,"0",50,51,45
198,"0",50,51,45
199,"0",50,52,45
200,"0",51,52,45
201,"0",52,52,46
202,"0",55,54,47
203,"0",58,57,47
204,"0",61,61,47
205,"0",62,63,47
206,"0",61,66,47
207,"0",60,62,47
208,"0",59,59,47
209,"0",57,57,48
210,"0",56,56,48
211,"0",55,55,48
212,"0",56,58,48
213,"0",58,62,48
214,"0",60,65,48
215,"0",61,69,49
216,"0",62,73,49
217,"0",63,73,50
218,"0",65,71,51
219,"0",66,72,51
220,"0",68,73,52
221,"0",70,73,51
222,"0",70,72,51
223,"0",68,70,50
224,"0",67,68,50
225,"0",67,67,50
226,"0",69,69,51
227,"0",71,73,51
228,"0",73,77,52
229,"0",73,78,53
230,"0",72,77,54
231,"0",71,70,52
232,"0",70,66,51
233,"0",69,66,50
234,"0",69,69,51
235,"0",69,73,52
236,"0",70,75,54
237,"0",71,75,55
238,"0",71,72,53
239,"0",70,71,51
240,"0",68,71,49
241,"0",66,67,48
242,"0",65,63,48
243,"0",66,65,49
244,"0",68,68,49
245,"0",69,74,50
246,"0",70,76,51
247,"0",70,76,53
248,"0",52,51,45
249,"0",51,52,45
250,"0",51,51,45
251,"0",51,50,45
252,"0",50,51,45
253,"0",50,52,45
254,"0",50,51,45
255,"0",50,51,45
256,"0",51,53,45
257,"0",52,53,46
258,"0",53,54,47
259,"0",56,57,48
260,"0",60,62,49
261,"0",63,69,49
262,"0",63,70,49
263,"0",62,69,49
264,"0",61,64,49
265,"0",60,60,48
266,"0",58,58,48
267,"0",57,55,47
268,"0",56,53,47
269,"0",57,56,47
270,"0",58,60,47
271,"0",59,63,48
272,"0",60,66,48
273,"0",61,69,49
274,"0",62,69,50
275,"0",63,69,51
276,"0",65,71,52
277,"0",66,73,53
278,"0",67,75,52
279,"0",67,73,52
280,"0",67,70,51
281,"0",66,67,51
282,"0",66,65,51
283,"0",68,69,51
284,"0",69,72,51
285,"0",71,77,52
286,"0",71,74,53
287,"0",70,71,53
288,"0",69,66,52
289,"0",69,65,51
290,"0",71,69,51
291,"0",72,73,51
292,"0",73,76,52
293,"0",73,77,54
294,"0",72,77,54
295,"0",71,72,52
296,"0",70,70,50
297,"0",68,68,49
298,"0",66,65,48
299,"0",65,62,48
300,"0",67,66,49
301,"0",68,70,49
302,"0",70,75,50
303,"0",69,76,51
304,"0",67,76,52
305,"0",53,52,45
306,"0",53,51,45
307,"0",54,49,45
308,"0",54,50,45
309,"0",54,51,45
310,"0",53,50,45
311,"0",53,50,45
312,"0",52,51,46
313,"0",51,50,45
314,"0",50,48,45
315,"0",50,50,45
316,"0",50,51,45
317,"0",51,50,45
318,"0",51,51,45
319,"0",52,53,45
320,"0",53,53,46
321,"0",54,55,48
322,"0",58,61,49
323,"0",62,68,50
324,"0",66,75,51
325,"0",65,75,51
326,"0",64,72,51
327,"0",62,67,50
328,"0",61,62,49
329,"0",60,59,48
330,"0",58,56,48
331,"0",57,53,47
332,"0",58,56,47
333,"0",58,60,47
334,"0",58,62,48
335,"0",59,63,48
336,"0",60,66,49
337,"0",61,66,50
338,"0",62,67,51
339,"0",63,70,52
340,"0",64,72,53
341,"0",65,73,52
342,"0",65,72,51
343,"0",65,70,50
344,"0",64,67,50
345,"0",65,66,51
346,"0",66,70,51
347,"0",67,72,51
348,"0",69,74,51
349,"0",69,71,52
350,"0",68,69,52
351,"0",68,67,51
352,"0",69,68,51
353,"0",72,74,52
354,"0",75,77,52
355,"0",78,79,53
356,"0",76,82,54
357,"0",74,81,54
358,"0",72,76,53
359,"0",70,71,51
360,"0",68,69,50
361,"0",67,66,49
362,"0",66,65,49
363,"0",67,69,49
364,"0",69,71,49
365,"0",70,72,49
366,"0",68,74,50
367,"0",65,75,51
368,"0",62,71,50
369,"0",55,55,49
370,"0",54,53,47
371,"0",53,52,47
372,"0",53,52,46
373,"0",53,51,46
374,"0",52,50,45
375,"0",53,51,45
376,"0",53,51,45
377,"0",54,49,45
378,"0",54,51,45
379,"0",54,52,45
380,"0",55,51,45
381,"0",54,51,45
382,"0",53,51,45
383,"0",51,50,45
384,"0",50,49,45
385,"0",50,50,45
386,"0",51,51,45
387,"0",51,51,44
388,"0",52,52,44
389,"0",53,54,44
390,"0",54,56,46
391,"0",56,59,48
392,"0",60,66,50
393,"0",63,72,51
394,"0",68,75,51
395,"0",67,77,51
396,"0",65,77,51
397,"0",63,70,50
398,"0",62,65,50
399,"0",61,61,49
400,"0",60,59,48
401,"0",58,57,48
402,"0",58,59,47
403,"0",58,60,47
404,"0",58,61,48
405,"0",58,62,48
406,"0",59,63,49
407,"0",60,64,50
408,"0",60,66,50
409,"0",61,70,52
410,"0",62,71,52
411,"0",62,70,51
412,"0",63,70,50
413,"0",63,70,49
414,"0",63,68,50
415,"0",63,67,50
416,"0",65,70,51
417,"0",66,71,51
418,"0",67,71,51
419,"0",67,69,51
420,"0",67,67,51
421,"0",67,67,51
422,"0",68,70,52
423,"0",71,76,53
424,"0",75,79,53
425,"0",78,82,54
426,"0",75,83,54
427,"0",73,82,54
428,"0",71,76,53
429,"0",69,72,52
430,"0",68,69,51
431,"0",66,66,50
432,"0",66,65,50
433,"0",66,67,49
434,"0",67,68,49
435,"0",67,68,49
436,"0",65,69,49
437,"0",63,69,49
438,"0",61,65,48
439,"0",57,59,48
440,"0",56,58,48
441,"0",56,58,47
442,"0",57,58,47
443,"0",57,57,48
444,"0",56,56,48
445,"0",54,55,48
446,"0",53,53,47
447,"0",53,53,46
448,"0",52,53,46
449,"0",52,51,46
450,"0",52,51,46
451,"0",53,51,46
452,"0",53,51,46
453,"0",54,51,46
454,"0",54,53,46
455,"0",55,54,46
456,"0",56,53,45
457,"0",55,53,45
458,"0",53,52,45
459,"0",51,51,45
460,"0",50,50,45
461,"0",50,51,45
462,"0",51,51,44
463,"0",51,51,44
464,"0",52,53,44
465,"0",54,55,44
466,"0",55,58,46
467,"0",57,61,48
468,"0",60,68,50
469,"0",64,73,51
470,"0",68,76,51
471,"0",67,77,51
472,"0",66,77,51
473,"0",65,70,51
474,"0",63,66,50
475,"0",62,63,50
476,"0",60,62,49
477,"0",59,60,48
478,"0",59,60,48
479,"0",58,60,47
480,"0",58,60,47
481,"0",58,60,48
482,"0",58,61,48
483,"0",59,61,49
484,"0",59,62,50
485,"0",60,65,51
486,"0",60,67,51
487,"0",61,67,50
488,"0",62,67,49
489,"0",62,67,48
490,"0",62,65,49
491,"0",62,65,50
492,"0",64,68,50
493,"0",65,70,51
494,"0",66,70,50
495,"0",66,68,50
496,"0",66,66,50
497,"0",65,66,51
498,"0",67,69,53
499,"0",69,74,54
500,"0",72,80,54
501,"0",74,85,55
502,"0",72,82,55
503,"0",71,79,54
504,"0",69,75,53
505,"0",68,72,53
506,"0",66,69,52
507,"0",65,66,51
508,"0",64,63,51
509,"0",64,64,50
510,"0",64,64,49
511,"0",63,65,49
512,"0",62,64,48
513,"0",61,63,48
514,"0",60,60,47
515,"0",59,63,49
516,"0",62,65,50
517,"0",66,64,49
518,"0",63,63,49
519,"0",60,62,49
520,"0",57,59,48
521,"0",56,57,47
522,"0",57,58,47
523,"0",57,57,47
524,"0",57,56,47
525,"0",56,55,47
526,"0",54,55,47
527,"0",53,53,47
528,"0",53,53,46
529,"0",53,53,46
530,"0",52,52,46
531,"0",52,51,46
532,"0",53,52,46
533,"0",53,52,46
534,"0",54,52,46
535,"0",54,54,46
536,"0",55,55,46
537,"0",55,54,46
538,"0",54,54,45
539,"0",53,53,45
540,"0",51,51,45
541,"0",49,50,45
542,"0",50,50,44
543,"0",50,51,44
544,"0",51,50,44
545,"0",52,52,44
546,"0",53,55,44
547,"0",55,57,46
548,"0",56,60,48
549,"0",59,67,50
550,"0",62,71,51
551,"0",66,76,51
552,"0",66,75,51
553,"0",65,73,51
554,"0",65,68,51
555,"0",64,65,51
556,"0",63,66,50
557,"0",61,64,50
558,"0",60,62,49
559,"0",59,61,48
560,"0",59,60,47
561,"0",58,59,47
562,"0",58,59,47
563,"0",58,60,48
564,"0",58,59,48
565,"0",58,59,49
566,"0",58,61,50
567,"0",59,63,50
568,"0",60,63,49
569,"0",61,64,48
570,"0",61,65,48
571,"0",61,63,49
572,"0",62,64,49
573,"0",63,67,50
574,"0",65,68,50
575,"0",66,68,50
576,"0",65,67,49
577,"0",65,65,49
578,"0",64,65,50
579,"0",65,67,52
580,"0",67,72,53
581,"0",69,76,53
582,"0",70,80,53
583,"0",69,78,54
584,"0",68,76,53
585,"0",67,74,52
586,"0",66,72,52
587,"0",65,70,51
588,"0",63,66,51
589,"0",62,63,50
590,"0",62,62,49
591,"0",61,62,49
592,"0",60,62,49
593,"0",60,62,49
594,"0",59,61,48
595,"0",59,60,48
596,"0",58,60,47
597,"0",51,50,45
598,"0",51,51,46
599,"0",53,52,46
600,"0",55,55,46
601,"0",57,56,48
602,"0",59,59,49
603,"0",61,64,50
604,"0",64,66,50
605,"0",67,66,50
606,"0",63,64,50
607,"0",60,61,49
608,"0",58,57,48
609,"0",56,55,47
610,"0",56,56,46
611,"0",56,55,46
612,"0",56,54,46
613,"0",56,54,47
614,"0",55,54,47
615,"0",54,53,47
616,"0",54,53,47
617,"0",53,53,47
618,"0",53,52,47
619,"0",52,51,47
620,"0",53,52,47
621,"0",54,53,47
622,"0",54,54,47
623,"0",55,55,47
624,"0",55,55,47
625,"0",55,55,46
626,"0",54,54,46
627,"0",52,53,45
628,"0",50,51,45
629,"0",49,50,45
630,"0",49,51,44
631,"0",50,51,44
632,"0",50,50,44
633,"0",52,52,44
634,"0",53,56,44
635,"0",54,57,46
636,"0",56,60,48
637,"0",58,65,50
638,"0",61,69,51
639,"0",63,72,51
640,"0",65,72,51
641,"0",65,72,51
642,"0",66,69,51
643,"0",66,69,51
644,"0",63,70,51
645,"0",62,67,50
646,"0",60,63,49
647,"0",60,62,48
648,"0",59,60,48
649,"0",58,59,48
650,"0",58,59,48
651,"0",57,59,47
652,"0",57,58,48
653,"0",56,58,48
654,"0",57,60,49
655,"0",58,61,49
656,"0",59,62,48
657,"0",60,63,48
658,"0",60,63,47
659,"0",61,63,48
660,"0",61,65,49
661,"0",63,68,50
662,"0",64,68,50
663,"0",65,66,49
664,"0",65,65,49
665,"0",63,63,48
666,"0",63,64,49
667,"0",63,66,50
668,"0",65,70,51
669,"0",66,72,51
670,"0",67,73,51
671,"0",67,74,52
672,"0",67,73,52
673,"0",66,71,51
674,"0",66,71,51
675,"0",65,71,51
676,"0",63,66,50
677,"0",62,62,50
678,"0",61,61,49
679,"0",61,61,49
680,"0",60,61,49
681,"0",60,61,49
682,"0",60,60,49
683,"0",59,60,48
684,"0",59,60,47
685,"0",52,51,46
686,"0",52,51,46
687,"0",51,51,46
688,"0",51,50,45
689,"0",51,50,45
690,"0",51,50,45
691,"0",52,50,46
692,"0",52,51,46
693,"0",54,54,46
694,"0",57,57,47
695,"0",60,58,48
696,"0",63,61,50
697,"0",65,67,51
698,"0",66,68,51
699,"0",68,68,50
700,"0",64,64,50
701,"0",61,60,49
702,"0",58,57,48
703,"0",56,56,47
704,"0",56,56,46
705,"0",56,56,46
706,"0",56,55,46
707,"0",55,55,46
708,"0",56,55,46
709,"0",56,54,47
710,"0",55,55,47
711,"0",54,55,47
712,"0",53,54,47
713,"0",53,53,47
714,"0",53,54,47
715,"0",54,54,47
716,"0",55,54,47
717,"0",55,56,46
718,"0",54,56,46
719,"0",54,55,46
720,"0",53,54,45
721,"0",51,54,45
722,"0",50,52,45
723,"0",48,51,45
724,"0",49,52,44
725,"0",50,53,44
726,"0",50,52,44
727,"0",51,54,44
728,"0",52,57,44
729,"0",54,58,46
730,"0",55,60,47
731,"0",57,64,49
732,"0",59,67,50
733,"0",62,68,50
734,"0",63,70,50
735,"0",65,71,51
736,"0",67,71,51
737,"0",67,72,51
738,"0",65,74,51
739,"0",62,69,50
740,"0",61,63,49
741,"0",60,62,49
742,"0",59,60,49
743,"0",58,58,48
744,"0",58,58,48
745,"0",57,58,47
746,"0",56,57,47
747,"0",56,57,48
748,"0",57,59,48
749,"0",58,61,48
750,"0",59,62,47
751,"0",60,62,47
752,"0",60,62,47
753,"0",60,62,48
754,"0",61,63,49
755,"0",62,66,50
756,"0",63,65,50
757,"0",65,63,49
758,"0",64,63,48
759,"0",63,62,48
760,"0",63,61,48
761,"0",64,63,48
762,"0",65,66,49
763,"0",67,67,49
764,"0",68,67,50
765,"0",67,69,51
766,"0",67,70,51
767,"0",67,68,51
768,"0",67,68,50
769,"0",66,68,50
770,"0",66,63,50
771,"0",66,60,49
772,"0",66,62,49
773,"0",66,62,49
774,"0",66,60,49
775,"0",65,61,50
776,"0",63,61,50
777,"0",62,59,49
778,"0",61,58,48
779,"0",54,54,47
780,"0",54,53,47
781,"0",53,52,47
782,"0",53,53,47
783,"0",52,53,46
784,"0",52,51,46
785,"0",52,52,46
786,"0",51,52,45
787,"0",51,51,46
788,"0",51,50,46
789,"0",52,51,46
790,"0",52,52,46
791,"0",53,53,47
792,"0",56,56,47
793,"0",60,60,47
794,"0",64,62,49
795,"0",67,66,50
796,"0",67,71,52
797,"0",68,71,51
798,"0",69,68,50
799,"0",65,64,49
800,"0",61,61,49
801,"0",58,59,48
802,"0",56,58,48
803,"0",56,57,47
804,"0",55,56,47
805,"0",55,55,47
806,"0",56,56,46
807,"0",56,56,46
808,"0",57,56,47
809,"0",56,57,47
810,"0",55,57,47
811,"0",54,55,47
812,"0",54,55,47
813,"0",54,55,47
814,"0",55,55,47
815,"0",55,54,46
816,"0",55,55,46
817,"0",54,56,46
818,"0",54,54,45
819,"0",53,54,45
820,"0",51,53,45
821,"0",50,52,45
822,"0",49,51,45
823,"0",50,52,44
824,"0",50,52,44
825,"0",51,52,44
826,"0",52,53,44
827,"0",53,56,44
828,"0",54,57,45
829,"0",56,58,47
830,"0",58,61,48
831,"0",60,62,49
832,"0",62,63,49
833,"0",63,68,50
834,"0",66,72,51
835,"0",68,73,51
836,"0",68,73,51
837,"0",65,72,52
838,"0",63,67,51
839,"0",61,61,50
840,"0",60,61,50
841,"0",59,60,49
842,"0",58,57,48
843,"0",58,57,47
844,"0",58,57,47
845,"0",57,56,47
846,"0",58,56,47
847,"0",58,59,47
848,"0",59,61,47
849,"0",60,62,47
850,"0",60,62,47
851,"0",60,62,47
852,"0",61,61,48
853,"0",61,62,49
854,"0",62,63,50
855,"0",62,62,50
856,"0",63,61,49
857,"0",63,61,48
858,"0",64,61,47
859,"0",65,60,47
860,"0",65,61,48
861,"0",66,64,48
862,"0",67,64,48
863,"0",68,64,49
864,"0",68,67,50
865,"0",68,68,51
866,"0",68,68,51
867,"0",68,69,51
868,"0",68,70,51
869,"0",69,66,51
870,"0",69,65,50
871,"0",70,68,50
872,"0",70,67,50
873,"0",71,65,50
874,"0",69,65,50
875,"0",67,63,50
876,"0",65,61,49
877,"0",63,59,48
878,"0",62,59,47
879,"0",57,57,52
880,"0",56,57,52
881,"0",55,57,51
882,"0",55,57,50
883,"0",55,55,49
884,"0",55,55,48
885,"0",54,55,47
886,"0",54,54,47
887,"0",53,54,47
888,"0",53,54,47
889,"0",52,53,47
890,"0",52,51,47
891,"0",52,52,46
892,"0",51,52,45
893,"0",51,51,46
894,"0",52,51,46
895,"0",52,51,47
896,"0",53,52,47
897,"0",54,54,47
898,"0",57,57,47
899,"0",61,61,48
900,"0",65,65,49
901,"0",67,69,51
902,"0",67,72,52
903,"0",67,71,52
904,"0",68,70,50
905,"0",65,66,49
906,"0",62,62,49
907,"0",60,60,48
908,"0",58,59,48
909,"0",57,59,48
910,"0",57,57,48
911,"0",56,55,47
912,"0",57,56,46
913,"0",57,57,46
914,"0",58,59,47
915,"0",57,58,47
916,"0",57,57,47
917,"0",56,56,47
918,"0",55,55,47
919,"0",55,56,47
920,"0",55,55,47
921,"0",55,54,46
922,"0",54,54,46
923,"0",54,54,45
924,"0",54,53,45
925,"0",53,53,45
926,"0",52,53,45
927,"0",51,51,45
928,"0",50,50,45
929,"0",51,51,44
930,"0",52,51,44
931,"0",53,51,44
932,"0",54,52,44
933,"0",54,54,45
934,"0",55,55,45
935,"0",57,57,46
936,"0",58,59,47
937,"0",60,60,48
938,"0",62,61,49
939,"0",64,68,50
940,"0",66,73,51
941,"0",69,74,51
942,"0",68,73,52
943,"0",66,70,52
944,"0",63,66,51
945,"0",61,61,51
946,"0",60,61,50
947,"0",59,61,49
948,"0",58,58,48
949,"0",58,57,47
950,"0",58,58,47
951,"0",59,58,47
952,"0",59,59,47
953,"0",59,63,47
954,"0",60,65,47
955,"0",61,63,47
956,"0",61,63,47
957,"0",61,63,47
958,"0",61,62,48
959,"0",61,62,49
960,"0",61,63,50
961,"0",62,63,50
962,"0",62,63,49
963,"0",63,63,49
964,"0",65,63,48
965,"0",66,63,49
966,"0",66,65,49
967,"0",67,66,49
968,"0",68,66,49
969,"0",68,67,50
970,"0",68,68,51
971,"0",69,69,51
972,"0",69,71,51
973,"0",70,73,52
974,"0",70,75,52
975,"0",71,73,52
976,"0",72,74,52
977,"0",73,76,52
978,"0",75,75,52
979,"0",76,73,51
980,"0",73,70,51
981,"0",71,67,50
982,"0",68,63,49
983,"0",65,61,48
984,"0",63,60,47
985,"0",58,58,53
986,"0",58,57,53
987,"0",57,57,53
988,"0",56,57,52
989,"0",55,57,52
990,"0",55,57,51
991,"0",55,56,50
992,"0",55,54,49
993,"0",55,55,48
994,"0",55,55,46
995,"0",55,55,47
996,"0",54,54,47
997,"0",53,53,48
998,"0",53,52,48
999,"0",52,49,47
1000,"0",52,50,46
1001,"0",52,51,45
1002,"0",52,50,46
1003,"0",52,50,47
1004,"0",53,52,47
1005,"0",54,53,48
1006,"0",55,54,48
1007,"0",58,58,48
1008,"0",60,63,49
1009,"0",63,67,50
1010,"0",65,70,51
1011,"0",66,71,52
1012,"0",67,72,52
1013,"0",67,72,51
1014,"0",65,67,50
1015,"0",63,63,49
1016,"0",61,61,49
1017,"0",60,61,49
1018,"0",59,61,49
1019,"0",58,58,48
1020,"0",57,56,47
1021,"0",58,57,47
1022,"0",58,59,47
1023,"0",59,60,47
1024,"0",58,59,47
1025,"0",58,58,47
1026,"0",58,57,47
1027,"0",57,57,47
1028,"0",56,58,47
1029,"0",55,56,47
1030,"0",55,54,46
1031,"0",54,54,45
1032,"0",54,54,45
1033,"0",54,53,45
1034,"0",53,53,45
1035,"0",53,54,45
1036,"0",52,53,45
1037,"0",52,51,45
1038,"0",52,52,45
1039,"0",53,52,44
1040,"0",54,52,45
1041,"0",55,53,45
1042,"0",56,54,45
1043,"0",56,56,46
1044,"0",57,57,47
1045,"0",59,59,47
1046,"0",61,62,48
1047,"0",62,65,50
1048,"0",65,72,51
1049,"0",67,77,52
1050,"0",70,75,52
1051,"0",69,73,52
1052,"0",67,70,51
1053,"0",63,67,51
1054,"0",61,63,50
1055,"0",60,64,49
1056,"0",59,63,49
1057,"0",58,60,48
1058,"0",59,59,48
1059,"0",59,60,47
1060,"0",60,62,47
1061,"0",60,65,47
1062,"0",61,68,48
1063,"0",61,68,48
1064,"0",61,63,47
1065,"0",61,63,47
1066,"0",61,63,47
1067,"0",61,62,48
1068,"0",61,62,49
1069,"0",62,63,50
1070,"0",62,63,50
1071,"0",63,64,49
1072,"0",65,65,49
1073,"0",66,66,49
1074,"0",67,66,50
1075,"0",68,68,50
1076,"0",68,69,50
1077,"0",69,69,50
1078,"0",70,69,51
1079,"0",71,70,51
1080,"0",71,72,51
1081,"0",72,76,52
1082,"0",73,78,53
1083,"0",74,79,54
1084,"0",75,80,54
1085,"0",76,80,54
1086,"0",77,81,54
1087,"0",78,81,54
1088,"0",78,80,52
1089,"0",75,76,51
1090,"0",72,71,50
1091,"0",69,65,49
1092,"0",67,62,48
1093,"0",67,63,47
1094,"0",56,57,52
1095,"0",55,57,52
1096,"0",55,57,52
1097,"0",54,57,51
1098,"0",55,56,51
1099,"0",55,54,50
1100,"0",55,53,49
1101,"0",55,54,47
1102,"0",55,56,46
1103,"0",55,55,47
1104,"0",55,54,48
1105,"0",54,53,49
1106,"0",53,51,48
1107,"0",52,49,47
1108,"0",52,50,46
1109,"0",52,51,46
1110,"0",52,51,46
1111,"0",53,51,47
1112,"0",54,53,47
1113,"0",55,54,47
1114,"0",56,55,47
1115,"0",58,60,48
1116,"0",60,64,48
1117,"0",62,66,50
1118,"0",64,68,51
1119,"0",65,69,52
1120,"0",66,70,52
1121,"0",66,69,51
1122,"0",65,66,50
1123,"0",64,64,50
1124,"0",63,63,49
1125,"0",62,65,49
1126,"0",61,66,49
1127,"0",59,61,48
1128,"0",58,59,48
1129,"0",59,59,47
1130,"0",59,60,47
1131,"0",60,60,48
1132,"0",60,60,48
1133,"0",59,59,48
1134,"0",59,59,48
1135,"0",59,59,48
1136,"0",57,61,47
1137,"0",56,59,47
1138,"0",54,55,46
1139,"0",54,54,45
1140,"0",54,54,45
1141,"0",54,54,45
1142,"0",54,54,46
1143,"0",53,55,46
1144,"0",53,54,46
1145,"0",52,52,45
1146,"0",53,52,45
1147,"0",54,53,45
1148,"0",55,53,45
1149,"0",56,54,46
1150,"0",56,55,46
1151,"0",57,56,47
1152,"0",58,58,47
1153,"0",60,60,47
1154,"0",61,64,49
1155,"0",63,69,50
1156,"0",66,74,52
1157,"0",68,78,53
1158,"0",70,76,53
1159,"0",69,73,52
1160,"0",67,70,51
1161,"0",65,66,51
1162,"0",63,62,50
1163,"0",62,63,49
1164,"0",61,62,48
1165,"0",60,59,48
1166,"0",60,59,48
1167,"0",60,61,48
1168,"0",61,63,48
1169,"0",61,66,48
1170,"0",61,66,49
1171,"0",61,64,49
1172,"0",61,61,48
1173,"0",60,61,48
1174,"0",60,62,48
1175,"0",61,62,48
1176,"0",61,62,49
1177,"0",63,63,50
1178,"0",65,65,50
1179,"0",66,66,50
1180,"0",67,68,50
1181,"0",68,69,51
1182,"0",69,69,51
1183,"0",69,71,51
1184,"0",70,72,52
1185,"0",71,72,52
1186,"0",72,71,51
1187,"0",74,73,51
1188,"0",75,76,52
1189,"0",77,80,53
1190,"0",77,82,54
1191,"0",78,84,56
1192,"0",79,86,56
1193,"0",80,86,56
1194,"0",80,86,56
1195,"0",80,86,55
1196,"0",80,86,53
1197,"0",77,81,52
1198,"0",73,75,50
1199,"0",70,68,49
1200,"0",68,66,48
1201,"0",69,68,47
1202,"0",70,69,49
1203,"0",55,57,52
1204,"0",54,57,51
1205,"0",54,56,51
1206,"0",54,56,50
1207,"0",55,56,49
1208,"0",55,55,48
1209,"0",56,58,47
1210,"0",56,59,46
1211,"0",56,57,47
1212,"0",56,54,47
1213,"0",55,52,48
1214,"0",53,51,48
1215,"0",52,50,47
1216,"0",52,51,46
1217,"0",52,53,46
1218,"0",53,52,46
1219,"0",53,52,47
1220,"0",54,55,47
1221,"0",55,56,47
1222,"0",57,56,47
1223,"0",58,61,47
1224,"0",60,64,48
1225,"0",61,65,50
1226,"0",63,66,51
1227,"0",64,68,53
1228,"0",66,68,52
1229,"0",67,68,52
1230,"0",66,67,51
1231,"0",66,66,51
1232,"0",65,67,50
1233,"0",63,67,49
1234,"0",62,66,49
1235,"0",60,62,49
1236,"0",59,59,48
1237,"0",60,60,49
1238,"0",60,61,49
1239,"0",61,62,48
1240,"0",61,61,48
1241,"0",60,61,48
1242,"0",60,60,48
1243,"0",60,60,48
1244,"0",58,60,48
1245,"0",57,58,47
1246,"0",56,54,46
1247,"0",55,55,45
1248,"0",55,54,45
