"ID","Indicator","Red","Green","Blue"
19075,"0",63,62,51
19076,"0",63,66,51
19077,"0",64,69,51
19078,"0",66,72,51
19079,"0",67,72,51
19080,"0",67,71,52
19081,"0",66,70,52
19082,"0",66,69,52
19083,"0",65,68,52
19084,"0",63,69,52
19085,"0",61,67,52
19086,"0",60,63,51
19087,"0",60,60,50
19088,"0",59,59,50
19089,"0",58,61,50
19090,"0",59,63,51
19091,"0",60,66,51
19092,"0",61,66,49
19093,"0",60,64,48
19094,"0",58,60,46
19095,"0",56,60,47
19096,"0",54,60,47
19097,"0",54,58,48
19098,"0",54,56,48
19099,"0",54,55,47
19100,"0",54,55,46
19101,"0",55,55,45
19102,"0",55,56,46
19103,"0",55,56,46
19104,"0",54,56,47
19105,"0",54,56,48
19106,"0",55,58,49
19107,"0",58,62,50
19108,"0",60,67,50
19109,"0",63,70,51
19110,"0",62,66,51
19111,"0",61,65,51
19112,"0",61,67,50
19113,"0",60,65,49
19114,"0",60,63,49
19115,"0",59,63,50
19116,"0",60,64,51
19117,"0",61,67,52
19118,"0",61,68,52
19119,"0",62,67,51
19120,"0",63,62,51
19121,"0",95,83,70
19122,"0",64,69,53
19123,"0",69,71,54
19124,"0",74,72,55
19125,"0",80,74,57
19126,"0",84,77,59
19127,"0",87,79,60
19128,"0",89,83,62
19129,"0",91,87,64
19130,"0",92,89,66
19131,"0",93,89,66
19132,"0",94,88,63
19133,"0",88,77,62
19134,"0",82,73,61
19135,"0",76,75,62
19136,"0",78,77,62
19137,"0",82,79,63
19138,"0",86,88,67
19139,"0",87,89,70
19140,"0",83,82,73
19141,"0",79,76,70
19142,"0",76,71,65
19143,"0",75,69,60
19144,"0",73,68,58
19145,"0",71,66,60
19146,"0",71,67,61
19147,"0",72,67,61
19148,"0",73,67,60
19149,"0",73,67,59
19150,"0",73,66,58
19151,"0",73,68,59
19152,"0",72,69,60
19153,"0",70,67,60
19154,"0",68,65,59
19155,"0",66,61,57
19156,"0",67,60,55
19157,"0",68,61,54
19158,"0",69,65,55
19159,"0",69,66,55
19160,"0",68,67,56
19161,"0",67,65,56
19162,"0",67,63,57
19163,"0",68,61,57
19164,"0",69,65,58
19165,"0",71,69,60
19166,"0",74,70,62
19167,"0",78,72,63
19168,"0",82,75,62
19169,"0",81,74,62
19170,"0",79,73,62
19171,"0",78,73,62
19172,"0",78,72,63
19173,"0",79,70,64
19174,"0",80,74,65
19175,"0",81,78,65
19176,"0",83,78,66
19177,"0",86,80,67
19178,"0",89,84,68
19179,"0",92,83,69
19180,"0",67,75,54
19181,"0",73,73,53
19182,"0",77,76,53
19183,"0",76,77,54
19184,"0",75,77,55
19185,"0",74,75,55
19186,"0",72,72,56
19187,"0",70,70,56
19188,"0",68,74,54
19189,"0",67,74,52
19190,"0",67,71,51
19191,"0",66,69,51
19192,"0",65,67,50
19193,"0",65,65,50
19194,"0",65,66,50
19195,"0",65,68,51
19196,"0",66,71,52
19197,"0",68,74,52
19198,"0",69,78,52
19199,"0",68,76,53
19200,"0",67,72,54
19201,"0",66,70,53
19202,"0",65,69,53
19203,"0",64,69,53
19204,"0",62,67,52
19205,"0",61,66,52
19206,"0",61,63,51
19207,"0",60,63,51
19208,"0",60,67,51
19209,"0",60,68,51
19210,"0",61,68,51
19211,"0",62,65,50
19212,"0",61,62,48
19213,"0",59,60,47
19214,"0",58,60,47
19215,"0",56,60,47
19216,"0",56,60,48
19217,"0",55,59,48
19218,"0",55,58,47
19219,"0",56,58,47
19220,"0",57,58,47
19221,"0",58,58,47
19222,"0",57,57,47
19223,"0",56,56,47
19224,"0",55,57,48
19225,"0",55,60,49
19226,"0",59,66,50
19227,"0",62,69,50
19228,"0",66,71,51
19229,"0",64,68,52
19230,"0",62,67,52
19231,"0",61,69,51
19232,"0",61,65,50
19233,"0",60,62,50
19234,"0",60,62,51
19235,"0",61,63,52
19236,"0",62,65,53
19237,"0",62,70,53
19238,"0",63,73,53
19239,"0",65,69,53
19240,"0",66,70,53
19241,"0",91,80,68
19242,"0",71,74,54
19243,"0",75,74,55
19244,"0",79,75,57
19245,"0",82,77,58
19246,"0",84,79,60
19247,"0",87,82,62
19248,"0",90,86,65
19249,"0",94,89,67
19250,"0",97,92,67
19251,"0",99,92,65
19252,"0",92,79,64
19253,"0",84,74,63
19254,"0",78,76,63
19255,"0",80,77,62
19256,"0",86,78,63
19257,"0",92,81,66
19258,"0",93,83,68
19259,"0",88,84,70
19260,"0",82,79,68
19261,"0",78,74,64
19262,"0",76,72,60
19263,"0",75,70,59
19264,"0",73,69,59
19265,"0",74,69,59
19266,"0",74,69,59
19267,"0",74,69,59
19268,"0",74,69,59
19269,"0",74,70,59
19270,"0",73,69,59
19271,"0",72,69,60
19272,"0",70,68,61
19273,"0",68,65,59
19274,"0",67,62,57
19275,"0",67,62,54
19276,"0",67,63,53
19277,"0",68,67,54
19278,"0",68,66,54
19279,"0",68,65,55
19280,"0",67,63,56
19281,"0",68,63,57
19282,"0",70,65,57
19283,"0",71,68,59
19284,"0",73,72,61
19285,"0",76,72,64
19286,"0",79,74,65
19287,"0",82,78,63
19288,"0",82,77,62
19289,"0",81,75,62
19290,"0",80,76,63
19291,"0",80,75,63
19292,"0",81,73,64
19293,"0",82,78,65
19294,"0",83,81,67
19295,"0",84,79,68
19296,"0",87,79,68
19297,"0",89,80,68
19298,"0",93,80,68
19299,"0",70,74,54
19300,"0",69,69,53
19301,"0",72,70,52
19302,"0",76,71,52
19303,"0",75,73,52
19304,"0",75,74,53
19305,"0",73,72,54
19306,"0",71,69,55
19307,"0",69,66,56
19308,"0",66,70,55
19309,"0",65,70,54
19310,"0",65,66,53
19311,"0",65,67,52
19312,"0",65,68,52
19313,"0",65,68,51
19314,"0",66,69,51
19315,"0",66,71,52
19316,"0",68,71,52
19317,"0",70,73,53
19318,"0",71,77,53
19319,"0",70,76,53
19320,"0",68,72,54
19321,"0",67,71,54
19322,"0",66,69,53
19323,"0",65,66,53
19324,"0",65,67,53
19325,"0",65,68,52
19326,"0",64,69,52
19327,"0",63,70,51
19328,"0",63,74,51
19329,"0",63,71,52
19330,"0",63,68,52
19331,"0",63,65,51
19332,"0",62,62,49
19333,"0",60,59,48
19334,"0",58,59,47
19335,"0",56,59,47
19336,"0",57,60,47
19337,"0",57,60,48
19338,"0",57,60,48
19339,"0",57,60,48
19340,"0",58,60,48
19341,"0",59,60,48
19342,"0",58,58,47
19343,"0",56,56,47
19344,"0",55,57,47
19345,"0",56,61,48
19346,"0",60,67,48
19347,"0",64,69,49
19348,"0",68,68,50
19349,"0",66,66,52
19350,"0",63,65,52
19351,"0",61,65,51
19352,"0",61,61,51
19353,"0",62,58,51
19354,"0",62,61,51
19355,"0",62,61,52
19356,"0",63,60,53
19357,"0",63,65,53
19358,"0",65,69,53
19359,"0",66,67,53
19360,"0",68,69,54
19361,"0",89,79,67
19362,"0",72,74,55
19363,"0",75,74,56
19364,"0",78,76,57
19365,"0",80,77,58
19366,"0",81,79,60
19367,"0",83,81,62
19368,"0",87,84,65
19369,"0",93,89,67
19370,"0",98,96,68
19371,"0",102,103,67
19372,"0",95,90,66
19373,"0",88,83,65
19374,"0",81,82,64
19375,"0",82,79,63
19376,"0",84,77,62
19377,"0",88,77,65
19378,"0",89,79,66
19379,"0",87,83,68
19380,"0",84,79,66
19381,"0",82,75,63
19382,"0",79,72,61
19383,"0",77,71,59
19384,"0",75,70,58
19385,"0",75,70,57
19386,"0",75,70,57
19387,"0",75,71,58
19388,"0",75,71,59
19389,"0",74,72,60
19390,"0",74,70,60
19391,"0",73,69,60
19392,"0",71,68,60
19393,"0",69,67,59
19394,"0",68,65,56
19395,"0",67,63,54
19396,"0",66,62,53
19397,"0",66,63,53
19398,"0",66,63,54
19399,"0",67,62,54
19400,"0",68,63,55
19401,"0",69,64,55
19402,"0",71,65,56
19403,"0",73,68,58
19404,"0",75,71,60
19405,"0",77,72,63
19406,"0",80,74,64
19407,"0",83,78,63
19408,"0",83,77,62
19409,"0",82,76,62
19410,"0",81,78,63
19411,"0",81,78,63
19412,"0",82,77,64
19413,"0",83,82,66
19414,"0",84,87,68
19415,"0",84,81,69
19416,"0",86,79,69
19417,"0",87,79,68
19418,"0",91,81,67
19419,"0",72,71,54
19420,"0",68,66,53
19421,"0",68,65,52
19422,"0",69,64,52
19423,"0",70,64,51
19424,"0",71,67,50
19425,"0",71,69,51
19426,"0",72,69,53
19427,"0",70,70,55
19428,"0",69,71,57
19429,"0",67,73,56
19430,"0",66,71,55
19431,"0",65,66,55
19432,"0",65,68,54
19433,"0",65,70,53
19434,"0",66,70,52
19435,"0",67,72,52
19436,"0",68,75,52
19437,"0",70,73,53
19438,"0",72,72,53
19439,"0",74,74,53
19440,"0",72,72,53
19441,"0",70,70,53
19442,"0",67,69,53
19443,"0",66,67,53
19444,"0",67,62,53
19445,"0",67,65,53
19446,"0",68,70,53
19447,"0",67,72,53
19448,"0",67,72,52
19449,"0",67,73,52
19450,"0",66,70,52
19451,"0",65,67,52
19452,"0",64,65,51
19453,"0",62,61,50
19454,"0",60,58,48
19455,"0",58,58,48
19456,"0",57,59,48
19457,"0",57,60,48
19458,"0",58,61,48
19459,"0",59,62,49
19460,"0",58,62,50
19461,"0",58,61,50
19462,"0",58,61,49
19463,"0",57,59,48
19464,"0",56,57,47
19465,"0",55,56,47
19466,"0",55,58,47
19467,"0",58,62,48
19468,"0",61,64,49
19469,"0",65,65,50
19470,"0",65,66,51
19471,"0",64,66,52
19472,"0",63,66,51
19473,"0",63,63,51
19474,"0",63,60,52
19475,"0",63,65,52
19476,"0",63,65,52
19477,"0",65,61,53
19478,"0",65,65,53
19479,"0",66,68,53
19480,"0",68,65,53
19481,"0",70,67,54
19482,"0",87,76,67
19483,"0",74,72,55
19484,"0",75,74,56
19485,"0",77,75,58
19486,"0",78,77,59
19487,"0",79,78,61
19488,"0",79,81,62
19489,"0",83,83,63
19490,"0",92,85,65
19491,"0",100,89,65
19492,"0",106,92,65
19493,"0",99,87,65
19494,"0",92,83,64
19495,"0",85,81,63
19496,"0",83,79,62
19497,"0",84,77,61
19498,"0",84,78,63
19499,"0",86,82,66
19500,"0",87,89,68
19501,"0",87,82,66
19502,"0",86,76,63
19503,"0",83,71,62
19504,"0",79,70,60
19505,"0",76,71,58
19506,"0",75,70,56
19507,"0",75,71,55
19508,"0",74,73,57
19509,"0",74,73,59
19510,"0",73,71,61
19511,"0",73,69,60
19512,"0",73,68,60
19513,"0",71,70,60
19514,"0",70,70,59
19515,"0",69,68,56
19516,"0",67,65,54
19517,"0",65,62,53
19518,"0",64,60,53
19519,"0",65,60,53
19520,"0",67,61,54
19521,"0",68,63,54
19522,"0",70,65,54
19523,"0",72,65,54
19524,"0",74,66,56
19525,"0",76,68,58
19526,"0",79,70,61
19527,"0",81,73,62
19528,"0",84,74,62
19529,"0",84,74,62
19530,"0",83,74,61
19531,"0",83,75,62
19532,"0",83,75,62
19533,"0",83,73,63
19534,"0",84,77,66
19535,"0",85,79,68
19536,"0",84,75,70
19537,"0",84,75,70
19538,"0",84,77,69
19539,"0",68,72,53
19540,"0",70,63,51
19541,"0",68,59,51
19542,"0",66,59,50
19543,"0",65,60,49
19544,"0",67,61,48
19545,"0",68,63,49
19546,"0",70,68,52
19547,"0",70,73,54
19548,"0",69,77,57
19549,"0",68,76,56
19550,"0",67,74,56
19551,"0",67,69,56
19552,"0",66,71,55
19553,"0",66,73,54
19554,"0",67,72,54
19555,"0",68,75,53
19556,"0",69,81,53
19557,"0",71,78,54
19558,"0",72,76,54
19559,"0",74,76,53
19560,"0",73,75,53
19561,"0",72,73,53
19562,"0",70,72,54
19563,"0",69,70,54
19564,"0",69,66,54
19565,"0",70,69,54
19566,"0",70,73,54
19567,"0",70,74,54
19568,"0",69,74,54
19569,"0",69,73,53
19570,"0",68,70,53
19571,"0",66,67,53
19572,"0",65,65,51
19573,"0",63,61,50
19574,"0",60,56,49
19575,"0",58,57,49
19576,"0",57,59,49
19577,"0",58,60,49
19578,"0",59,61,49
19579,"0",60,63,50
19580,"0",59,64,50
19581,"0",58,63,50
19582,"0",58,62,49
19583,"0",57,60,48
19584,"0",55,57,48
19585,"0",54,56,47
19586,"0",55,56,47
19587,"0",57,58,47
19588,"0",59,61,48
19589,"0",62,64,49
19590,"0",63,67,51
19591,"0",65,68,51
19592,"0",65,68,51
19593,"0",65,66,52
19594,"0",65,65,52
19595,"0",65,70,52
19596,"0",65,71,52
19597,"0",66,68,53
19598,"0",67,71,53
19599,"0",85,74,68
19600,"0",69,70,54
19601,"0",71,70,54
19602,"0",72,72,55
19603,"0",73,72,56
19604,"0",74,74,57
19605,"0",75,76,58
19606,"0",77,77,60
19607,"0",78,78,62
19608,"0",79,81,61
19609,"0",82,83,61
19610,"0",89,82,61
19611,"0",97,81,62
19612,"0",103,82,62
19613,"0",98,82,62
19614,"0",92,81,62
19615,"0",87,80,61
19616,"0",84,78,60
19617,"0",83,78,60
19618,"0",81,83,63
19619,"0",82,91,66
19620,"0",86,100,69
19621,"0",90,90,67
19622,"0",91,78,63
19623,"0",86,70,60
19624,"0",81,68,59
19625,"0",77,69,58
19626,"0",76,68,57
19627,"0",74,68,56
19628,"0",73,71,57
19629,"0",73,72,59
19630,"0",73,72,60
19631,"0",73,71,60
19632,"0",73,71,60
19633,"0",72,74,60
19634,"0",71,72,58
19635,"0",70,70,56
19636,"0",67,66,54
19637,"0",65,61,53
19638,"0",62,58,53
19639,"0",63,58,53
19640,"0",66,61,53
19641,"0",68,64,53
19642,"0",70,65,53
19643,"0",71,64,53
19644,"0",72,63,55
19645,"0",73,64,57
19646,"0",77,69,59
19647,"0",80,72,60
19648,"0",83,74,61
19649,"0",82,74,61
19650,"0",82,73,61
19651,"0",82,74,61
19652,"0",82,75,62
19653,"0",84,74,62
19654,"0",86,76,65
19655,"0",87,77,69
19656,"0",85,73,72
19657,"0",84,74,71
19658,"0",83,77,70
19659,"0",62,56,47
19660,"0",72,65,51
19661,"0",70,60,50
19662,"0",66,56,49
19663,"0",63,56,48
19664,"0",60,58,48
19665,"0",85,78,68
19666,"0",65,59,48
19667,"0",68,67,50
19668,"0",69,78,52
19669,"0",70,84,54
19670,"0",70,77,54
19671,"0",69,71,53
19672,"0",68,65,54
19673,"0",67,66,53
19674,"0",67,67,53
19675,"0",68,65,53
19676,"0",69,69,53
19677,"0",71,78,53
19678,"0",72,78,54
19679,"0",73,78,55
19680,"0",75,77,54
19681,"0",74,77,53
19682,"0",73,76,53
19683,"0",72,74,53
19684,"0",72,73,54
19685,"0",72,72,54
19686,"0",72,75,55
19687,"0",72,77,55
19688,"0",72,76,55
19689,"0",71,75,55
19690,"0",71,75,55
19691,"0",69,72,54
19692,"0",67,70,54
19693,"0",65,70,52
19694,"0",63,66,51
19695,"0",61,59,50
19696,"0",59,60,50
19697,"0",58,61,50
19698,"0",60,62,50
19699,"0",62,65,51
19700,"0",63,67,51
19701,"0",62,67,51
19702,"0",60,66,51
19703,"0",59,64,50
19704,"0",57,61,49
19705,"0",56,58,48
19706,"0",55,57,48
19707,"0",55,56,47
19708,"0",56,56,47
19709,"0",58,60,48
19710,"0",59,64,50
19711,"0",62,68,51
19712,"0",65,68,52
19713,"0",68,66,51
19714,"0",67,64,51
19715,"0",67,63,51
19716,"0",66,67,51
19717,"0",67,69,52
19718,"0",68,70,53
19719,"0",69,71,53
19720,"0",70,72,53
19721,"0",71,71,54
19722,"0",72,71,54
19723,"0",72,72,55
19724,"0",73,72,55
19725,"0",73,73,56
19726,"0",74,76,58
19727,"0",75,77,60
19728,"0",77,77,62
19729,"0",79,81,61
19730,"0",81,82,60
19731,"0",84,79,59
19732,"0",89,76,59
19733,"0",92,73,60
19734,"0",89,76,60
19735,"0",86,78,60
19736,"0",82,79,59
19737,"0",82,78,59
19738,"0",81,79,59
19739,"0",81,87,63
19740,"0",82,91,67
19741,"0",85,92,71
19742,"0",88,88,68
19743,"0",89,80,63
19744,"0",85,72,59
19745,"0",81,69,58
19746,"0",77,71,58
19747,"0",75,68,57
19748,"0",73,67,57
19749,"0",72,69,58
19750,"0",72,71,58
19751,"0",73,73,59
19752,"0",73,74,59
19753,"0",74,76,59
19754,"0",73,79,59
19755,"0",72,75,58
19756,"0",71,69,56
19757,"0",68,65,54
19758,"0",64,61,53
19759,"0",60,58,53
19760,"0",62,58,53
19761,"0",65,59,53
19762,"0",68,62,53
19763,"0",70,64,53
19764,"0",70,65,54
19765,"0",70,65,55
19766,"0",71,66,57
19767,"0",74,71,60
19768,"0",78,74,61
19769,"0",81,75,61
19770,"0",81,74,62
19771,"0",81,73,62
19772,"0",80,74,62
19773,"0",81,76,62
19774,"0",84,78,62
19775,"0",87,79,65
19776,"0",89,79,69
19777,"0",87,77,73
19778,"0",86,78,73
19779,"0",84,82,70
19780,"0",71,71,54
19781,"0",69,63,50
19782,"0",67,61,49
19783,"0",66,59,48
19784,"0",63,57,47
19785,"0",61,58,47
19786,"0",60,60,47
19787,"0",61,59,47
19788,"0",63,61,47
19789,"0",65,66,49
19790,"0",66,71,50
19791,"0",67,75,51
19792,"0",68,71,51
19793,"0",68,67,51
19794,"0",67,63,51
19795,"0",66,63,51
19796,"0",66,63,52
19797,"0",68,60,52
19798,"0",70,65,53
19799,"0",72,74,53
19800,"0",73,76,55
19801,"0",74,78,55
19802,"0",75,77,54
19803,"0",75,79,52
19804,"0",75,80,51
19805,"0",75,76,52
19806,"0",75,74,53
19807,"0",75,74,53
19808,"0",74,75,54
19809,"0",74,77,54
19810,"0",74,76,54
19811,"0",73,75,54
19812,"0",73,74,54
19813,"0",70,73,54
19814,"0",68,72,54
19815,"0",66,69,53
19816,"0",63,65,52
19817,"0",61,58,51
19818,"0",59,61,51
19819,"0",59,63,51
19820,"0",62,66,51
19821,"0",65,68,52
19822,"0",67,70,52
19823,"0",65,70,52
19824,"0",63,69,52
19825,"0",62,67,51
19826,"0",60,64,50
19827,"0",58,61,49
19828,"0",56,58,48
19829,"0",56,57,48
19830,"0",58,59,47
19831,"0",60,61,49
19832,"0",61,65,50
19833,"0",63,67,52
19834,"0",65,67,52
19835,"0",66,66,51
19836,"0",67,64,50
19837,"0",67,63,49
19838,"0",67,66,51
19839,"0",68,68,52
19840,"0",69,70,54
19841,"0",86,76,68
19842,"0",72,72,54
19843,"0",72,72,54
19844,"0",73,73,54
19845,"0",73,74,54
19846,"0",73,73,55
19847,"0",72,73,55
19848,"0",72,76,57
19849,"0",74,76,59
19850,"0",77,74,60
19851,"0",79,78,60
19852,"0",80,79,60
19853,"0",80,77,61
19854,"0",81,75,60
19855,"0",82,74,60
19856,"0",81,74,59
19857,"0",80,74,59
19858,"0",78,75,58
19859,"0",79,73,57
19860,"0",80,74,57
19861,"0",81,81,61
19862,"0",82,83,65
19863,"0",84,81,69
19864,"0",86,80,66
19865,"0",86,79,62
19866,"0",82,72,58
19867,"0",78,72,57
19868,"0",75,74,58
19869,"0",73,70,58
19870,"0",71,68,58
19871,"0",70,69,58
19872,"0",70,71,58
19873,"0",72,73,58
19874,"0",74,76,58
19875,"0",74,77,58
19876,"0",73,75,58
19877,"0",72,72,58
19878,"0",71,67,56
19879,"0",67,64,55
19880,"0",63,60,54
19881,"0",60,58,53
19882,"0",61,58,52
19883,"0",65,59,52
19884,"0",67,62,53
19885,"0",69,63,53
19886,"0",69,65,54
19887,"0",69,66,56
19888,"0",69,68,59
19889,"0",73,74,61
19890,"0",76,77,62
19891,"0",80,76,63
19892,"0",80,73,63
19893,"0",79,71,64
19894,"0",79,74,63
19895,"0",81,77,63
19896,"0",84,80,63
19897,"0",89,80,65
19898,"0",90,78,68
19899,"0",89,77,70
19900,"0",87,77,71
19901,"0",86,79,69
19902,"0",58,61,49
19903,"0",66,61,51
19904,"0",64,60,50
19905,"0",62,60,49
19906,"0",61,59,48
19907,"0",61,58,48
19908,"0",60,60,48
19909,"0",60,61,48
19910,"0",60,61,48
19911,"0",61,61,48
19912,"0",61,64,48
19913,"0",62,64,49
19914,"0",63,63,50
19915,"0",64,63,50
19916,"0",64,63,49
19917,"0",64,63,49
19918,"0",64,63,50
19919,"0",65,63,50
19920,"0",66,62,51
19921,"0",68,67,52
19922,"0",70,75,54
19923,"0",70,74,56
19924,"0",71,74,56
19925,"0",72,74,53
19926,"0",72,74,52
19927,"0",72,74,50
19928,"0",72,72,51
19929,"0",72,71,52
19930,"0",73,73,53
19931,"0",73,75,53
19932,"0",74,77,53
19933,"0",73,76,53
19934,"0",73,74,53
19935,"0",73,71,53
19936,"0",71,72,53
19937,"0",68,71,53
19938,"0",66,66,52
19939,"0",63,60,52
19940,"0",62,54,51
19941,"0",60,60,51
19942,"0",60,65,51
19943,"0",63,68,52
19944,"0",67,70,52
19945,"0",70,72,53
19946,"0",68,74,54
19947,"0",66,74,54
19948,"0",65,71,52
19949,"0",62,68,51
19950,"0",60,64,49
19951,"0",58,60,49
19952,"0",60,61,49
19953,"0",62,63,49
19954,"0",63,66,51
19955,"0",63,67,52
19956,"0",64,67,52
19957,"0",65,65,51
19958,"0",65,64,49
19959,"0",66,64,49
19960,"0",66,66,50
19961,"0",68,68,52
19962,"0",70,70,54
19963,"0",71,72,54
19964,"0",73,74,54
19965,"0",74,75,54
19966,"0",75,76,54
19967,"0",75,78,54
19968,"0",75,78,54
19969,"0",75,79,55
19970,"0",75,83,56
19971,"0",76,81,58
19972,"0",77,78,60
19973,"0",79,79,60
19974,"0",79,79,61
19975,"0",78,76,62
19976,"0",77,76,61
19977,"0",76,75,60
19978,"0",75,73,58
19979,"0",75,71,57
19980,"0",75,71,56
19981,"0",76,68,55
19982,"0",78,66,55
19983,"0",80,69,57
19984,"0",82,69,59
19985,"0",82,68,62
19986,"0",83,69,60
19987,"0",82,68,58
19988,"0",79,65,56
19989,"0",76,65,56
19990,"0",73,67,57
19991,"0",71,66,58
19992,"0",69,65,58
19993,"0",68,67,58
19994,"0",69,70,57
19995,"0",72,72,57
19996,"0",74,75,58
19997,"0",75,75,58
19998,"0",73,72,58
19999,"0",72,69,58
20000,"0",70,66,57
20001,"0",67,64,56
20002,"0",63,61,55
20003,"0",60,57,54
20004,"0",61,57,52
20005,"0",63,59,52
20006,"0",66,62,53
20007,"0",67,63,54
20008,"0",68,64,55
20009,"0",69,64,58
20010,"0",71,66,60
20011,"0",74,71,63
20012,"0",78,76,65
20013,"0",82,80,65
20014,"0",81,77,66
20015,"0",80,74,66
20016,"0",79,75,66
20017,"0",81,77,65
20018,"0",84,79,65
20019,"0",88,79,66
20020,"0",90,78,66
20021,"0",89,76,68
20022,"0",87,76,68
20023,"0",86,76,68
20024,"0",62,59,50
20025,"0",61,58,49
20026,"0",60,60,49
20027,"0",59,61,49
20028,"0",60,60,49
20029,"0",60,62,49
20030,"0",61,65,49
20031,"0",60,62,49
20032,"0",59,61,49
20033,"0",58,61,49
20034,"0",58,57,50
20035,"0",59,55,51
20036,"0",60,59,50
20037,"0",61,62,50
20038,"0",61,65,49
20039,"0",62,63,49
20040,"0",63,60,50
20041,"0",65,58,50
20042,"0",66,61,51
20043,"0",68,69,52
20044,"0",68,68,54
20045,"0",69,69,54
20046,"0",69,70,52
20047,"0",69,70,51
20048,"0",69,69,49
20049,"0",68,68,50
20050,"0",68,68,51
20051,"0",69,70,52
20052,"0",71,74,52
20053,"0",71,77,52
20054,"0",71,74,52
20055,"0",71,71,52
20056,"0",70,67,52
20057,"0",68,66,53
20058,"0",66,65,53
20059,"0",63,62,52
20060,"0",62,60,52
20061,"0",62,58,51
20062,"0",61,65,51
20063,"0",62,70,52
20064,"0",65,70,53
20065,"0",69,71,54
20066,"0",71,72,55
20067,"0",70,75,56
20068,"0",68,76,55
20069,"0",67,74,53
20070,"0",65,71,51
20071,"0",62,67,50
20072,"0",60,64,50
20073,"0",60,63,50
20074,"0",62,64,50
20075,"0",64,66,51
20076,"0",66,68,51
20077,"0",65,69,52
20078,"0",63,68,52
20079,"0",63,66,51
20080,"0",64,63,50
20081,"0",65,63,50
20082,"0",66,65,51
20083,"0",68,68,52
20084,"0",70,71,54
20085,"0",72,73,54
20086,"0",74,75,54
20087,"0",75,76,54
20088,"0",76,78,54
20089,"0",78,79,54
20090,"0",78,81,54
20091,"0",78,83,55
20092,"0",78,86,56
20093,"0",78,85,58
20094,"0",78,82,59
20095,"0",79,81,60
20096,"0",78,79,62
20097,"0",77,76,63
20098,"0",76,77,61
20099,"0",75,77,59
20100,"0",74,73,57
20101,"0",73,71,56
20102,"0",73,69,55
20103,"0",73,66,54
20104,"0",73,63,53
20105,"0",74,62,53
20106,"0",75,62,54
20107,"0",75,62,55
20108,"0",76,62,55
20109,"0",76,62,55
20110,"0",74,61,54
20111,"0",72,61,55
20112,"0",70,62,56
20113,"0",69,62,57
20114,"0",67,63,58
20115,"0",66,66,57
20116,"0",68,69,56
20117,"0",71,71,55
20118,"0",74,72,57
20119,"0",76,72,58
20120,"0",74,69,59
20121,"0",72,68,58
20122,"0",70,67,58
20123,"0",67,67,56
20124,"0",63,64,55
20125,"0",60,60,55
20126,"0",60,58,54
20127,"0",62,57,53
20128,"0",64,60,54
20129,"0",66,62,55
20130,"0",68,65,56
20131,"0",70,65,58
20132,"0",72,65,60
20133,"0",76,69,62
20134,"0",80,74,64
20135,"0",84,80,65
20136,"0",83,79,66
20137,"0",81,77,67
20138,"0",80,76,67
20139,"0",81,75,66
20140,"0",82,76,66
20141,"0",85,77,66
20142,"0",86,78,66
20143,"0",86,76,65
20144,"0",86,76,66
20145,"0",85,77,66
20146,"0",62,57,50
20147,"0",61,57,50
20148,"0",61,59,49
20149,"0",60,62,50
20150,"0",60,63,50
20151,"0",61,63,50
20152,"0",62,68,50
20153,"0",63,73,50
20154,"0",63,68,50
20155,"0",63,66,50
20156,"0",63,66,50
20157,"0",62,63,51
20158,"0",61,60,51
20159,"0",60,59,51
20160,"0",60,61,50
20161,"0",60,64,49
20162,"0",61,62,49
20163,"0",62,59,49
20164,"0",63,56,50
20165,"0",65,58,50
20166,"0",66,63,50
20167,"0",66,63,51
20168,"0",66,64,51
20169,"0",67,66,51
20170,"0",66,65,50
20171,"0",65,63,49
20172,"0",65,65,50
20173,"0",65,66,51
20174,"0",66,67,51
20175,"0",68,71,52
20176,"0",69,75,53
20177,"0",69,73,53
20178,"0",68,70,53
20179,"0",68,67,53
20180,"0",66,63,52
20181,"0",63,61,52
20182,"0",61,60,52
20183,"0",61,59,51
20184,"0",62,60,51
20185,"0",63,66,51
20186,"0",65,70,52
20187,"0",67,69,53
20188,"0",69,71,54
20189,"0",72,73,56
20190,"0",71,74,57
20191,"0",69,76,57
20192,"0",68,78,55
20193,"0",66,73,52
20194,"0",64,67,50
20195,"0",62,65,51
20196,"0",61,64,51
20197,"0",62,65,52
20198,"0",64,68,52
20199,"0",66,70,52
20200,"0",65,68,52
20201,"0",63,67,52
20202,"0",62,65,52
20203,"0",63,64,51
20204,"0",65,64,51
20205,"0",66,65,52
20206,"0",68,68,52
20207,"0",70,72,53
20208,"0",73,75,54
20209,"0",75,77,54
20210,"0",76,77,54
20211,"0",78,77,55
20212,"0",79,77,55
20213,"0",80,81,55
20214,"0",80,84,56
20215,"0",81,83,57
20216,"0",80,83,59
20217,"0",79,83,60
20218,"0",78,80,60
20219,"0",77,77,60
20220,"0",76,73,61
20221,"0",75,73,60
20222,"0",74,74,59
20223,"0",73,73,57
20224,"0",72,70,56
20225,"0",71,68,55
20226,"0",70,64,53
20227,"0",69,61,52
20228,"0",68,59,52
20229,"0",68,58,51
20230,"0",68,58,51
20231,"0",69,58,52
20232,"0",69,59,52
20233,"0",68,58,53
20234,"0",67,59,54
20235,"0",66,60,56
20236,"0",66,61,57
20237,"0",66,63,58
20238,"0",65,66,56
20239,"0",67,67,55
