,Unnamed: 0,number_of_stars,number_of_planets,number_of_moons,circumbinary,orbital_period_in_days,orbital_semimajor_axis_in_AU,radius_in_Earth_radii,mass_in_Earth_masses_from_Planetary_Systems_data_frame,density_in_grams_per_cubic_centimeter,orbital_eccentricity,insolation_flux_in_Earth_flux,equilibrium_temperature,spectral_type,stellar_mass_in_Sun_masses,stellar_luminosity,stellar_surface_gravity,type,short_description,discovery_reference,planetary parameter reference,description,url,subtitle
4959,4959,1,1,0,0,7.87288,0.075,10.761,572.094,2.65,0.0,,900.0,K2,0.89,,4.2,,,<a refstr=ANDERSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A/abstract target=ref>Anderson et al. 2017</a>,<a refstr=ANDERSON_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...604A.110A/abstract target=ref>Anderson et al. 2017</a>,,,
4965,4965,1,1,0,0,4.54216875,0.05885,15.793,150.96925,0.228,0.0,,1496.0,G1,1.32,,4.2,,,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,,,
4966,4966,2,1,0,0,1.5487743,0.02851,15.009,562.24127,0.97,0.012,,2043.0,G0,1.29,,4.3,,,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...593A.113B/abstract target=ref>Barros et al. 2016</a>,,,
4968,4968,1,1,0,0,4.0460435,0.05453,16.141,163.36462,0.233,0.0,,1729.0,F6,1.32,,4.1,,,<a refstr=HAY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.3276H/abstract target=ref>Hay et al. 2016</a>,<a refstr=HAY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.3276H/abstract target=ref>Hay et al. 2016</a>,,,
4969,4969,1,1,0,0,2.49979,0.0363,15.693,390.9309,0.7,0.058,,1600.0,G5,1.02,,4.26,,,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,,,
4970,4970,3,1,0,0,1.09142,0.0232,21.712,465.62095,0.267,,,2593.0,,1.43,,,,,<a refstr=HEBB_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1920H/abstract target=ref> Hebb et al. 2009 </a>,<a refstr=CHAKRABARTY__AMP__SENGUPTA_2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...39C/abstract target=ref>Chakrabarty &amp; Sengupta 2019</a>,,,
4971,4971,1,1,0,0,3.6112706,0.0514,16.511,1541.4755,2.0,0.057,,1880.0,F5,1.39,,4.04,,,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,,,
4972,4972,1,1,0,0,1.27492504,0.02596,19.649,367.72747,0.266,0.0,,,,1.36,,,,,<a refstr=DELREZ_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.458.4025D/abstract target=ref>Delrez et al. 2016</a>,<a refstr=BOURRIER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...635A.205B/abstract target=ref>Bourrier et al. 2020</a>,,,
4973,4973,2,1,0,0,2.9776412,0.04263,14.773,285.72917,0.521,0.0,,1520.0,G5,1.17,,4.29,,,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,<a refstr=TURNER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128f4401T/abstract target=ref>Turner et al. 2016</a>,,,
4974,4974,1,1,0,0,3.37265,0.0449,13.899,190.698,0.43,0.017,,1400.0,F9,1.07,,4.44,,,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,,,
4977,4977,2,1,0,0,4.17806203,0.0484,14.695,52.3466,0.097,0.0,,,,0.95,,,,,<a refstr=LAM_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A...3L/abstract target=ref>Lam et al. 2017</a>,<a refstr=SEIDEL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A..45S/abstract target=ref>Seidel et al. 2020</a>,,,
4978,4978,2,1,0,0,5.748145,0.0628,10.424,317.83,1.6,0.096,,1100.0,G1,1.0,,4.53,,,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,,,
4980,4980,1,1,0,0,11.55098,0.1012,9.976,390.9309,2.34,0.0,,833.0,G6,1.04,,4.49,,,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,,,
4981,4981,1,1,0,0,5.322023,0.0607,13.675,85.8141,0.2,0.0,,1460.0,G0,1.06,,4.09,,,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,,,
4984,4984,1,1,0,0,2.176423,0.0345,13.563,368.6828,0.88,0.17,,1790.0,G4,1.16,,4.18,,,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,,,
4985,4985,1,1,0,0,1.4013794,0.0243,14.572,603.877,1.16,0.0,,,G5 V,0.98,,4.47,,,<a refstr=SPAKE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128b4401S/abstract target=ref>Spake et al. 2016</a>,<a refstr=SPAKE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128b4401S/abstract target=ref>Spake et al. 2016</a>,,,
4986,4986,1,1,0,0,5.215357,0.0661,15.468,479.9233,0.773,,,1742.0,,1.41,,3.9,,,<a refstr=LAM_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A...3L/abstract target=ref>Lam et al. 2017</a>,<a refstr=LAM_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A...3L/abstract target=ref>Lam et al. 2017</a>,,,
4987,4987,1,1,0,0,3.634433,0.0494,12.218,387.7526,1.2,,,1590.0,,1.22,,4.25,,,<a refstr=LAM_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A...3L/abstract target=ref>Lam et al. 2017</a>,<a refstr=LAM_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A...3L/abstract target=ref>Lam et al. 2017</a>,,,
4988,4988,2,1,0,0,5.924262,0.062,8.967,37.18611,0.31,0.0,,910.0,K0,0.92,,4.59,,,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,,,
4990,4990,2,1,0,0,2.2359835,0.0323,16.141,775.5052,1.1,0.047,,1320.0,K0,0.9,,4.51,,,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,,,
4991,4991,1,1,0,0,3.310651,0.0469,13.563,854.9627,1.98,0.0,,1540.0,F9,1.25,,4.26,,,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,,,
4992,4992,1,1,0,0,2.052868,0.0347,17.15,266.9772,0.31,0.0,,2000.0,F8,1.33,,4.13,,,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,,,
4993,4993,1,1,0,0,2.2783152,0.0316,9.528,139.8452,0.95,0.0,,1260.0,K2 V,0.81,,4.53,,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,,,
4994,4994,2,1,0,0,1.7690381,0.0261,10.088,282.8687,1.6,0.0,,1200.0,K2 V,0.76,,4.65,,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,,,
4995,4995,1,1,0,0,4.60273,0.0549,12.498,87.40325,0.263,0.0,,1404.0,G4,1.04,,,,,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,,,
4996,4996,1,2,0,0,8.803809,0.08215,8.474,91.21675,0.831,0.208,,,,0.95,-0.139,4.5,,,<a refstr=H_EACUTE_BRARD_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...640A..32H/abstract target=ref>H&eacute;brard et al. 2020</a>,<a refstr=ALMENARA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...663A.134A/abstract target=ref>Almenara et al. 2022</a>,,,
4999,4999,1,1,0,0,5.644207,0.0694,11.994,2688.8418,8.54,0.3775,,1460.0,F8,1.39,,4.15,,,<a refstr=COOKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..255C/abstract target=ref>Cooke et al. 2020</a>,<a refstr=COOKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..255C/abstract target=ref>Cooke et al. 2020</a>,,,
5000,5000,1,1,0,0,4.5334775,0.055,13.305,100.43378,0.25065,0.0,,1312.0,,1.08,,,,,<a refstr=DEMANGEON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A..63D/abstract target=ref>Demangeon et al. 2018</a>,<a refstr=MO__X10D_NIK_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020PASP..132a4401M/abstract target=ref>Mo&#x10D;nik et al. 2020</a>,,,
5001,5001,1,1,0,0,3.332609,0.048,17.374,123.9537,0.15,0.009,1400.0,1700.0,G0,1.34,,4.1,,,<a refstr=DEMANGEON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A..63D/abstract target=ref>Demangeon et al. 2018</a>,<a refstr=DEMANGEON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A..63D/abstract target=ref>Demangeon et al. 2018</a>,,,
5002,5002,1,1,0,0,3.836169,0.0453,5.717,40.68224,1.3,0.007,150.0,970.0,K3,0.84,,4.6,,,<a refstr=DEMANGEON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A..63D/abstract target=ref>Demangeon et al. 2018</a>,<a refstr=DEMANGEON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...610A..63D/abstract target=ref>Demangeon et al. 2018</a>,,,
5004,5004,1,1,0,0,3.656333,0.0517,11.994,886.7457,3.1,0.0,,1590.0,F6 V,1.38,,4.3,,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,,,
5005,5005,1,1,0,0,3.840401,0.0538,15.468,174.8065,0.28,0.0,,1850.0,F9,1.41,,3.94,,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,,,
5007,5007,2,1,0,0,3.7684952,0.0452,12.218,88.35674,0.284,0.0,,1119.0,K0 V,0.87,,,,,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,,,
5008,5008,1,1,0,0,5.4060425,0.0673,12.812,791.3967,2.2,,990.0,1557.0,,1.39,0.647,4.11,,,<a refstr=BARKAOUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...43B/abstract target=ref>Barkaoui et al. 2019</a>,<a refstr=BARKAOUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...43B/abstract target=ref>Barkaoui et al. 2019</a>,,,
5009,5009,1,1,0,0,9.62468,0.0871,11.209,1652.716,6.9,0.434,,910.0,K0,0.95,,4.33,,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,,,
5010,5010,1,1,0,0,1.6096884,0.0266,13.473,594.3421,1.42,,1200.0,1638.0,,0.97,-0.076,4.41,,,<a refstr=BARKAOUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...43B/abstract target=ref>Barkaoui et al. 2019</a>,<a refstr=BARKAOUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...43B/abstract target=ref>Barkaoui et al. 2019</a>,,,
5011,5011,1,1,0,0,1.7771255,0.02818,12.644,676.9779,1.96,0.0,,1610.0,G2 V,0.95,,,,,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,,,
5012,5012,1,1,0,0,3.465509,0.04823,14.123,209.13214,0.44,0.0,,1624.0,G6,1.25,,,,,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,<a refstr=LENDL_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482..301L/abstract target=ref>Lendl et al. 2019</a>,,,
5013,5013,1,1,0,0,5.44354,0.0641,7.062,32.10083,0.54,0.0,440.0,1270.0,F9 V,1.19,,4.34,,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.3067H/abstract target=ref>Hellier et al. 2019</a>,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.488.3067H/abstract target=ref>Hellier et al. 2019</a>,,,
5015,5015,2,1,0,0,4.153658,0.0519,16.814,133.4886,0.16,0.0,,1340.0,F9 V,1.08,,4.37,,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,,,
5016,5016,1,1,0,0,5.6114118,0.0681,14.617,178.30263,0.33,0.0,,1604.0,F8,1.34,,3.96,,,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,,,
5018,5018,1,1,0,0,2.34478022,0.0337,12.285,508.528,1.6,,680.0,1422.0,,0.93,-0.114,4.47,,,<a refstr=BARKAOUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...43B/abstract target=ref>Barkaoui et al. 2019</a>,<a refstr=BARKAOUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...43B/abstract target=ref>Barkaoui et al. 2019</a>,,,
5019,5019,1,1,0,0,3.8186244,0.0504,10.985,344.52772,1.5,0.0,,1642.0,G0,1.17,,4.08,,,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,,,
5020,5020,1,1,0,0,5.477433,0.0694,17.598,149.3801,0.16,0.0,,1740.0,F1 V,1.49,,4.05,,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,,,
5021,5021,2,1,0,0,1.38665318,0.0248,13.451,1172.7927,2.84,0.0,,1880.0,G3,1.05,,4.37,,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,,,
5022,5022,1,1,0,0,4.2337005,0.05503,16.107,104.88337,0.135,0.0,901.9,1528.0,,1.24,0.436,4.27,,,<a refstr=TEMPLE_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480.5307T/abstract target=ref>Temple et al. 2018</a>,<a refstr=MANCINI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...633A..30M/abstract target=ref>Mancini et al. 2020</a>,,,
5023,5023,1,1,0,0,3.0652907,0.04403,13.54,314.6517,0.74,0.0,,1571.0,F7,1.21,,4.36,,,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,,,
5024,5024,1,1,0,0,3.899052,0.0535,16.87,271.74465,0.31,0.0,,1721.0,F9,1.34,,4.0,,,<a refstr=COOKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..255C/abstract target=ref>Cooke et al. 2020</a>,<a refstr=COOKE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..255C/abstract target=ref>Cooke et al. 2020</a>,,,
5025,5025,1,1,0,0,3.071722,0.03957,17.71,161.45764,0.172,,,1142.0,K2,0.88,,4.49,,,<a refstr=TURNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5790T/abstract target=ref>Turner et al. 2019</a>,<a refstr=TURNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5790T/abstract target=ref>Turner et al. 2019</a>,,,
5026,5026,1,1,0,0,3.3448285,0.0558,20.288,527.5978,0.37,0.0,,2470.0,A1 IV-V,2.07,,4.31,,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,,,
5027,5027,2,2,0,0,0.94145223,0.02024,13.899,3241.84975,6.6,0.0051,5805.0,2429.0,,1.29,0.428,4.31,,,<a refstr=HELLIER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009Natur.460.1098H/abstract target=ref> Hellier et al. 2009 </a>,<a refstr=CORT_EACUTE_S_ZULETA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..98C/abstract target=ref>Cort&eacute;s-Zuleta et al. 2020</a>,,,
5029,5029,2,1,0,0,3.409264,0.048,13.899,286.047,0.61,0.0,,1540.0,F7 V,1.3,,4.42,,,<a refstr=TEMPLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.2467T/abstract target=ref>Temple et al. 2019</a>,<a refstr=TEMPLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.2467T/abstract target=ref>Temple et al. 2019</a>,,,
5030,5030,1,1,0,0,4.5195064,0.05427,13.271,95.03117,0.237,,,1186.0,G2,1.04,,4.49,,,<a refstr=TURNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5790T/abstract target=ref>Turner et al. 2019</a>,<a refstr=TURNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5790T/abstract target=ref>Turner et al. 2019</a>,,,
5031,5031,1,1,0,0,3.3769848,0.0451,9.528,47.03884,0.318,0.0,,1479.0,G5,1.08,,4.22,,,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,,,
5032,5032,1,1,0,0,4.1117771,0.04632,16.477,159.55066,0.21,,,1111.0,G9,0.78,,4.45,,,<a refstr=TURNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5790T/abstract target=ref>Turner et al. 2019</a>,<a refstr=TURNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5790T/abstract target=ref>Turner et al. 2019</a>,,,
5033,5033,1,1,0,0,5.1817,0.0627,14.908,181.1631,0.32,0.0,,1480.0,G0 V,1.23,,4.09,,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,,,
5034,5034,1,1,0,0,9.38755,0.0904,14.011,311.4734,0.66,0.24,,1160.0,G0 V,1.12,,4.13,,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,,,
5035,5035,1,1,0,0,5.026799,0.06,12.442,1341.2426,3.821,0.33,,,F,1.22,,4.19,,,<a refstr=SCHANCHE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499..428S/abstract target=ref>Schanche et al. 2020</a>,<a refstr=SCHANCHE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499..428S/abstract target=ref>Schanche et al. 2020</a>,,,
5036,5036,1,1,0,0,5.147878,0.0653,18.383,254.264,0.224,0.0,,,F,1.54,,3.72,,,<a refstr=SCHANCHE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499..428S/abstract target=ref>Schanche et al. 2020</a>,<a refstr=SCHANCHE_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.499..428S/abstract target=ref>Schanche et al. 2020</a>,,,
5037,5037,1,1,0,0,2.724033,0.05053,18.147,632.47853,0.62199,0.0,,3353.0,,2.03,,3.9,,,<a refstr=LENDL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A..94L/abstract target=ref>Lendl et al. 2020</a>,<a refstr=LENDL_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...643A..94L/abstract target=ref>Lendl et al. 2020</a>,,,
5038,5038,1,1,0,0,0.78883852,0.01652,15.861,366.77398,0.506,0.0126,3320.0,2113.0,,0.96,-0.043,4.42,,,<a refstr=HEBB_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...708..224H/abstract target=ref> Hebb et al. 2010 </a>,<a refstr=CORT_EACUTE_S_ZULETA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...636A..98C/abstract target=ref>Cort&eacute;s-Zuleta et al. 2020</a>,,,
5040,5040,1,1,0,0,2.8786765,0.0408,13.787,731.009,1.62,0.0,,1620.0,G0 V,1.09,,4.24,,,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.1479H/abstract target=ref>Hellier et al. 2019</a>,,,
