id,pl_hostname,pl_letter,display_name,description,discovery_date,url,title,feature_title,mass_display,planet_type,st_dist,st_optmag,pl_radj,pl_rade,pl_massj,pl_discmethod,image,list_image,short_description,ranger_feature_id,ranger_system_id,ranger_system,exo_id,subtitle,categories,pl_kepflag,pl_facility,long_description
2435,Kepler-1560,b,Kepler-1560 b,Kepler-1560 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.64 EarthsCOMMA it takes 3 days to complete one orbit of its starCOMMA and is 0.0397 AU from its star. Its discovery was announced in 2016.,2016,/exoplanet-catalog/2435/kepler-1560-b/,Kepler-1560 b,Kepler-1560 b,0.64 Earths,Terrestrial,1639,13.505,0.079,0.89,0.00201,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1560 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.64 EarthsCOMMA it takes 3 days to complete one orbit of its starCOMMA and is 0.0397 AU from its star. Its discovery was announced in 2016.,Kepler-1560_b,Kepler-1560,false,Kepler-1560_b,A rocky world outside our solar system,[],true,Kepler,null
2438,Kepler-1563,b,Kepler-1563 b,Kepler-1563 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.347 EarthsCOMMA it takes 3.4 days to complete one orbit of its starCOMMA and is 0.0442 AU from its star. Its discovery was announced in 2016.,2016,/exoplanet-catalog/2438/kepler-1563-b/,Kepler-1563 b,Kepler-1563 b,0.347 Earths,Terrestrial,2012,13.696,0.067,0.75,0.00109,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1563 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.347 EarthsCOMMA it takes 3.4 days to complete one orbit of its starCOMMA and is 0.0442 AU from its star. Its discovery was announced in 2016.,Kepler-1563_b,Kepler-1563,false,Kepler-1563_b,A rocky world outside our solar system,[],true,Kepler,null
2441,Kepler-1566,b,Kepler-1566 b,Kepler-1566 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.418 EarthsCOMMA it takes 0.5 days to complete one orbit of its starCOMMA and is 0.0121 AU from its star. Its discovery was announced in 2016.,2016,/exoplanet-catalog/2441/kepler-1566-b/,Kepler-1566 b,Kepler-1566 b,0.418 Earths,Terrestrial,1522,14.564,0.07,0.79,0.00131,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1566 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.418 EarthsCOMMA it takes 0.5 days to complete one orbit of its starCOMMA and is 0.0121 AU from its star. Its discovery was announced in 2016.,Kepler-1566_b,Kepler-1566,false,Kepler-1566_b,A rocky world outside our solar system,[],true,Kepler,null
2447,Kepler-1572,b,Kepler-1572 b,Kepler-1572 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.779 EarthsCOMMA it takes 5.5 days to complete one orbit of its starCOMMA and is 0.0614 AU from its star. Its discovery was announced in 2016.,2016,/exoplanet-catalog/2447/kepler-1572-b/,Kepler-1572 b,Kepler-1572 b,0.779 Earths,Terrestrial,3088,13.879,0.084,0.94,0.00245,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1572 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.779 EarthsCOMMA it takes 5.5 days to complete one orbit of its starCOMMA and is 0.0614 AU from its star. Its discovery was announced in 2016.,Kepler-1572_b,Kepler-1572,false,Kepler-1572_b,A rocky world outside our solar system,[],true,Kepler,null
2454,Kepler-1579,b,Kepler-1579 b,Kepler-1579 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.52 EarthsCOMMA it takes 0.8 days to complete one orbit of its starCOMMA and is 0.014 AU from its star. Its discovery was announced in 2016.,2016,/exoplanet-catalog/2454/kepler-1579-b/,Kepler-1579 b,Kepler-1579 b,0.52 Earths,Terrestrial,1520,15.49,0.075,0.84,0.00164,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1579 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.52 EarthsCOMMA it takes 0.8 days to complete one orbit of its starCOMMA and is 0.014 AU from its star. Its discovery was announced in 2016.,Kepler-1579_b,Kepler-1579,false,Kepler-1579_b,A rocky world outside our solar system,[],true,Kepler,null
2456,Kepler-1581,b,Kepler-1581 b,Kepler-1581 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.437 EarthsCOMMA it takes 6.3 days to complete one orbit of its starCOMMA and is 0.0674 AU from its star. Its discovery was announced in 2016.,2016,/exoplanet-catalog/2456/kepler-1581-b/,Kepler-1581 b,Kepler-1581 b,0.437 Earths,Terrestrial,1609,12.442,0.071,0.8,0.00137,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1581 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.437 EarthsCOMMA it takes 6.3 days to complete one orbit of its starCOMMA and is 0.0674 AU from its star. Its discovery was announced in 2016.,Kepler-1581_b,Kepler-1581,false,Kepler-1581_b,A rocky world outside our solar system,[],true,Kepler,null
2458,Kepler-1583,b,Kepler-1583 b,Kepler-1583 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.156 EarthsCOMMA it takes 9.3 days to complete one orbit of its starCOMMA and is 0.085 AU from its star. Its discovery was announced in 2016.,2016,/exoplanet-catalog/2458/kepler-1583-b/,Kepler-1583 b,Kepler-1583 b,0.156 Earths,Terrestrial,1318,12.976,0.054,0.6,0.00049,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1583 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.156 EarthsCOMMA it takes 9.3 days to complete one orbit of its starCOMMA and is 0.085 AU from its star. Its discovery was announced in 2016.,Kepler-1583_b,Kepler-1583,false,Kepler-1583_b,A rocky world outside our solar system,[],true,Kepler,null
2463,Kepler-1588,b,Kepler-1588 b,Kepler-1588 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.363 EarthsCOMMA it takes 7.8 days to complete one orbit of its starCOMMA and is 0.0726 AU from its star. Its discovery was announced in 2016.,2016,/exoplanet-catalog/2463/kepler-1588-b/,Kepler-1588 b,Kepler-1588 b,0.363 Earths,Terrestrial,3015,13.94,0.068,0.76,0.00114,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1588 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.363 EarthsCOMMA it takes 7.8 days to complete one orbit of its starCOMMA and is 0.0726 AU from its star. Its discovery was announced in 2016.,Kepler-1588_b,Kepler-1588,false,Kepler-1588_b,A rocky world outside our solar system,[],true,Kepler,null
2473,Kepler-1598,b,Kepler-1598 b,Kepler-1598 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.809 EarthsCOMMA it takes 4.3 days to complete one orbit of its starCOMMA and is 0.0527 AU from its star. Its discovery was announced in 2016.,2016,/exoplanet-catalog/2473/kepler-1598-b/,Kepler-1598 b,Kepler-1598 b,0.809 Earths,Terrestrial,2022,13.929,0.085,0.95,0.00254,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1598 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.809 EarthsCOMMA it takes 4.3 days to complete one orbit of its starCOMMA and is 0.0527 AU from its star. Its discovery was announced in 2016.,Kepler-1598_b,Kepler-1598,false,Kepler-1598_b,A rocky world outside our solar system,[],true,Kepler,null
2247,Kepler-1601,b,Kepler-1601 b,Kepler-1601 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.477 EarthsCOMMA it takes 2.2 days to complete one orbit of its starCOMMA and is 0.0336 AU from its star. Its discovery was announced in 2016.,2016,/exoplanet-catalog/2247/kepler-1601-b/,Kepler-1601 b,Kepler-1601 b,0.477 Earths,Terrestrial,2102,13.842,0.073,0.82,0.0015,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1601 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.477 EarthsCOMMA it takes 2.2 days to complete one orbit of its starCOMMA and is 0.0336 AU from its star. Its discovery was announced in 2016.,Kepler-1601_b,Kepler-1601,false,Kepler-1601_b,A rocky world outside our solar system,[],true,Kepler,null
2253,Kepler-1607,b,Kepler-1607 b,Kepler-1607 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.721 EarthsCOMMA it takes 13.6 days to complete one orbit of its starCOMMA and is 0.1075 AU from its star. Its discovery was announced in 2016.,2016,/exoplanet-catalog/2253/kepler-1607-b/,Kepler-1607 b,Kepler-1607 b,0.721 Earths,Terrestrial,4195,13.969,0.082,0.92,0.00227,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1607 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.721 EarthsCOMMA it takes 13.6 days to complete one orbit of its starCOMMA and is 0.1075 AU from its star. Its discovery was announced in 2016.,Kepler-1607_b,Kepler-1607,false,Kepler-1607_b,A rocky world outside our solar system,[],true,Kepler,null
2257,Kepler-1611,b,Kepler-1611 b,Kepler-1611 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.457 EarthsCOMMA it takes 5.2 days to complete one orbit of its starCOMMA and is 0.0586 AU from its star. Its discovery was announced in 2016.,2016,/exoplanet-catalog/2257/kepler-1611-b/,Kepler-1611 b,Kepler-1611 b,0.457 Earths,Terrestrial,2963,14.627,0.072,0.81,0.00144,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1611 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.457 EarthsCOMMA it takes 5.2 days to complete one orbit of its starCOMMA and is 0.0586 AU from its star. Its discovery was announced in 2016.,Kepler-1611_b,Kepler-1611,false,Kepler-1611_b,A rocky world outside our solar system,[],true,Kepler,null
2265,Kepler-1619,b,Kepler-1619 b,Kepler-1619 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.363 EarthsCOMMA it takes 23.6 days to complete one orbit of its starCOMMA and is 0.1611 AU from its star. Its discovery was announced in 2016.,2016,/exoplanet-catalog/2265/kepler-1619-b/,Kepler-1619 b,Kepler-1619 b,0.363 Earths,Terrestrial,2397,13.438,0.068,0.76,0.00114,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1619 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.363 EarthsCOMMA it takes 23.6 days to complete one orbit of its starCOMMA and is 0.1611 AU from its star. Its discovery was announced in 2016.,Kepler-1619_b,Kepler-1619,false,Kepler-1619_b,A rocky world outside our solar system,[],true,Kepler,null
2275,Kepler-1629,b,Kepler-1629 b,Kepler-1629 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.381 EarthsCOMMA it takes 3.9 days to complete one orbit of its starCOMMA and is 0.0485 AU from its star. Its discovery was announced in 2016.,2016,/exoplanet-catalog/2275/kepler-1629-b/,Kepler-1629 b,Kepler-1629 b,0.381 Earths,Terrestrial,1096,12.786,0.069,0.77,0.0012,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1629 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.381 EarthsCOMMA it takes 3.9 days to complete one orbit of its starCOMMA and is 0.0485 AU from its star. Its discovery was announced in 2016.,Kepler-1629_b,Kepler-1629,false,Kepler-1629_b,A rocky world outside our solar system,[],true,Kepler,null
2283,Kepler-1637,b,Kepler-1637 b,Kepler-1637 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.64 EarthsCOMMA it takes 6.1 days to complete one orbit of its starCOMMA and is 0.0596 AU from its star. Its discovery was announced in 2016.,2016,/exoplanet-catalog/2283/kepler-1637-b/,Kepler-1637 b,Kepler-1637 b,0.64 Earths,Terrestrial,1850,13.375,0.079,0.89,0.00201,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1637 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.64 EarthsCOMMA it takes 6.1 days to complete one orbit of its starCOMMA and is 0.0596 AU from its star. Its discovery was announced in 2016.,Kepler-1637_b,Kepler-1637,false,Kepler-1637_b,A rocky world outside our solar system,[],true,Kepler,null
3506,Kepler-1650,b,Kepler-1650 b,Kepler-1650 b is a terrestrial exoplanet that orbits an M-type star. Its mass is 0.84 EarthsCOMMA it takes 1.5 days to complete one orbit of its starCOMMA and is 0.0167 AU from its star. Its discovery was announced in 2017.,2017,/exoplanet-catalog/3506/kepler-1650-b/,Kepler-1650 b,Kepler-1650 b,0.84 Earths,Terrestrial,438,17.07,0.086,0.96,0.00264,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1650 b is a terrestrial exoplanet that orbits an M-type star. Its mass is 0.84 EarthsCOMMA it takes 1.5 days to complete one orbit of its starCOMMA and is 0.0167 AU from its star. Its discovery was announced in 2017.,Kepler-1650_b,Kepler-1650,false,Kepler-1650_b,A rocky world outside our solar system,[],true,Kepler,null
7729,Kepler-1689,b,Kepler-1689 b,Kepler-1689 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.799 EarthsCOMMA it takes 8.5 days to complete one orbit of its starCOMMA and is 0.0798 AU from its star. Its discovery was announced in 2020.,2020,/exoplanet-catalog/7729/kepler-1689-b/,Kepler-1689 b,Kepler-1689 b,0.799 Earths,Terrestrial,959,12.227,0.084,0.947,0.00251,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1689 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.799 EarthsCOMMA it takes 8.5 days to complete one orbit of its starCOMMA and is 0.0798 AU from its star. Its discovery was announced in 2020.,Kepler-1689_b,Kepler-1689,false,Kepler-1689_b,A rocky world outside our solar system,[],true,Kepler,null
8339,Kepler-1693,c,Kepler-1693 c,Kepler-1693 c is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.894 EarthsCOMMA it takes 5.4 days to complete one orbit of its starCOMMA and is 0.0588 AU from its star. Its discovery was announced in 2021.,2021,/exoplanet-catalog/8339/kepler-1693-c/,Kepler-1693 c,Kepler-1693 c,0.894 Earths,Terrestrial,2479,14.857,0.087,0.977,0.00281,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1693 c is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.894 EarthsCOMMA it takes 5.4 days to complete one orbit of its starCOMMA and is 0.0588 AU from its star. Its discovery was announced in 2021.,Kepler-1693_c,Kepler-1693,false,Kepler-1693_c,A rocky world outside our solar system,[],true,Kepler,null
8147,Kepler-1759,b,Kepler-1759 b,Kepler-1759 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.676 EarthsCOMMA it takes 3.7 days to complete one orbit of its starCOMMA and is 0.0429 AU from its star. Its discovery was announced in 2021.,2021,/exoplanet-catalog/8147/kepler-1759-b/,Kepler-1759 b,Kepler-1759 b,0.676 Earths,Terrestrial,1257,14.532,0.081,0.904,0.00213,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1759 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.676 EarthsCOMMA it takes 3.7 days to complete one orbit of its starCOMMA and is 0.0429 AU from its star. Its discovery was announced in 2021.,Kepler-1759_b,Kepler-1759,false,Kepler-1759_b,A rocky world outside our solar system,[],true,Kepler,null
8151,Kepler-1800,b,Kepler-1800 b,Kepler-1800 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.961 EarthsCOMMA it takes 4.6 days to complete one orbit of its starCOMMA and is 0.0592 AU from its star. Its discovery was announced in 2021.,2021,/exoplanet-catalog/8151/kepler-1800-b/,Kepler-1800 b,Kepler-1800 b,0.961 Earths,Terrestrial,1143,13.194,0.089,0.997,0.00302,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1800 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.961 EarthsCOMMA it takes 4.6 days to complete one orbit of its starCOMMA and is 0.0592 AU from its star. Its discovery was announced in 2021.,Kepler-1800_b,Kepler-1800,false,Kepler-1800_b,A rocky world outside our solar system,[],true,Kepler,null
8139,Kepler-1850,b,Kepler-1850 b,Kepler-1850 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.313 EarthsCOMMA it takes 1.4 days to complete one orbit of its starCOMMA and is 0.0206 AU from its star. Its discovery was announced in 2021.,2021,/exoplanet-catalog/8139/kepler-1850-b/,Kepler-1850 b,Kepler-1850 b,0.313 Earths,Terrestrial,816,14.44,0.065,0.729,0.00098,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1850 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.313 EarthsCOMMA it takes 1.4 days to complete one orbit of its starCOMMA and is 0.0206 AU from its star. Its discovery was announced in 2021.,Kepler-1850_b,Kepler-1850,false,Kepler-1850_b,A rocky world outside our solar system,[],true,Kepler,null
8090,Kepler-1864,b,Kepler-1864 b,Kepler-1864 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.353 EarthsCOMMA it takes 3.9 days to complete one orbit of its starCOMMA and is 0.0488 AU from its star. Its discovery was announced in 2021.,2021,/exoplanet-catalog/8090/kepler-1864-b/,Kepler-1864 b,Kepler-1864 b,0.353 Earths,Terrestrial,975,12.123,0.067,0.754,0.00111,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1864 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.353 EarthsCOMMA it takes 3.9 days to complete one orbit of its starCOMMA and is 0.0488 AU from its star. Its discovery was announced in 2021.,Kepler-1864_b,Kepler-1864,false,Kepler-1864_b,A rocky world outside our solar system,[],true,Kepler,null
8270,Kepler-1876,b,Kepler-1876 b,Kepler-1876 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.905 EarthsCOMMA it takes 7 days to complete one orbit of its starCOMMA and is 0.0735 AU from its star. Its discovery was announced in 2021.,2021,/exoplanet-catalog/8270/kepler-1876-b/,Kepler-1876 b,Kepler-1876 b,0.905 Earths,Terrestrial,848,10.793,0.087,0.98,0.00285,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1876 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.905 EarthsCOMMA it takes 7 days to complete one orbit of its starCOMMA and is 0.0735 AU from its star. Its discovery was announced in 2021.,Kepler-1876_b,Kepler-1876,false,Kepler-1876_b,A rocky world outside our solar system,[],true,Kepler,null
8220,Kepler-1877,b,Kepler-1877 b,Kepler-1877 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.179 EarthsCOMMA it takes 2.4 days to complete one orbit of its starCOMMA and is 0.0351 AU from its star. Its discovery was announced in 2021.,2021,/exoplanet-catalog/8220/kepler-1877-b/,Kepler-1877 b,Kepler-1877 b,0.179 Earths,Terrestrial,931,12.29,0.056,0.624,0.00056,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1877 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.179 EarthsCOMMA it takes 2.4 days to complete one orbit of its starCOMMA and is 0.0351 AU from its star. Its discovery was announced in 2021.,Kepler-1877_b,Kepler-1877,false,Kepler-1877_b,A rocky world outside our solar system,[],true,Kepler,null
8308,Kepler-1890,b,Kepler-1890 b,Kepler-1890 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.587 EarthsCOMMA it takes 4.8 days to complete one orbit of its starCOMMA and is 0.0563 AU from its star. Its discovery was announced in 2021.,2021,/exoplanet-catalog/8308/kepler-1890-b/,Kepler-1890 b,Kepler-1890 b,0.587 Earths,Terrestrial,1728,12.916,0.077,0.869,0.00185,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1890 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.587 EarthsCOMMA it takes 4.8 days to complete one orbit of its starCOMMA and is 0.0563 AU from its star. Its discovery was announced in 2021.,Kepler-1890_b,Kepler-1890,false,Kepler-1890_b,A rocky world outside our solar system,[],true,Kepler,null
8284,Kepler-1898,b,Kepler-1898 b,Kepler-1898 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.76 EarthsCOMMA it takes 4.8 days to complete one orbit of its starCOMMA and is 0.0522 AU from its star. Its discovery was announced in 2021.,2021,/exoplanet-catalog/8284/kepler-1898-b/,Kepler-1898 b,Kepler-1898 b,0.76 Earths,Terrestrial,1177,13.387,0.083,0.934,0.00239,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1898 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.76 EarthsCOMMA it takes 4.8 days to complete one orbit of its starCOMMA and is 0.0522 AU from its star. Its discovery was announced in 2021.,Kepler-1898_b,Kepler-1898,false,Kepler-1898_b,A rocky world outside our solar system,[],true,Kepler,null
8219,Kepler-1907,b,Kepler-1907 b,Kepler-1907 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.589 EarthsCOMMA it takes 5.7 days to complete one orbit of its starCOMMA and is 0.0565 AU from its star. Its discovery was announced in 2021.,2021,/exoplanet-catalog/8219/kepler-1907-b/,Kepler-1907 b,Kepler-1907 b,0.589 Earths,Terrestrial,953,13.989,0.078,0.87,0.00185,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1907 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.589 EarthsCOMMA it takes 5.7 days to complete one orbit of its starCOMMA and is 0.0565 AU from its star. Its discovery was announced in 2021.,Kepler-1907_b,Kepler-1907,false,Kepler-1907_b,A rocky world outside our solar system,[],true,Kepler,null
8348,Kepler-1934,b,Kepler-1934 b,Kepler-1934 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.702 EarthsCOMMA it takes 1.4 days to complete one orbit of its starCOMMA and is 0.0245 AU from its star. Its discovery was announced in 2021.,2021,/exoplanet-catalog/8348/kepler-1934-b/,Kepler-1934 b,Kepler-1934 b,0.702 Earths,Terrestrial,1398,12.874,0.081,0.913,0.00221,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1934 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.702 EarthsCOMMA it takes 1.4 days to complete one orbit of its starCOMMA and is 0.0245 AU from its star. Its discovery was announced in 2021.,Kepler-1934_b,Kepler-1934,false,Kepler-1934_b,A rocky world outside our solar system,[],true,Kepler,null
8280,Kepler-1957,b,Kepler-1957 b,Kepler-1957 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.79 EarthsCOMMA it takes 2.2 days to complete one orbit of its starCOMMA and is 0.0299 AU from its star. Its discovery was announced in 2021.,2021,/exoplanet-catalog/8280/kepler-1957-b/,Kepler-1957 b,Kepler-1957 b,0.79 Earths,Terrestrial,1503,15.13,0.084,0.944,0.00248,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1957 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.79 EarthsCOMMA it takes 2.2 days to complete one orbit of its starCOMMA and is 0.0299 AU from its star. Its discovery was announced in 2021.,Kepler-1957_b,Kepler-1957,false,Kepler-1957_b,A rocky world outside our solar system,[],true,Kepler,null
8060,Kepler-1963,b,Kepler-1963 b,Kepler-1963 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.337 EarthsCOMMA it takes 2 days to complete one orbit of its starCOMMA and is 0.0298 AU from its star. Its discovery was announced in 2021.,2021,/exoplanet-catalog/8060/kepler-1963-b/,Kepler-1963 b,Kepler-1963 b,0.337 Earths,Terrestrial,1608,14.054,0.066,0.744,0.00106,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1963 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.337 EarthsCOMMA it takes 2 days to complete one orbit of its starCOMMA and is 0.0298 AU from its star. Its discovery was announced in 2021.,Kepler-1963_b,Kepler-1963,false,Kepler-1963_b,A rocky world outside our solar system,[],true,Kepler,null
8162,Kepler-1967,b,Kepler-1967 b,Kepler-1967 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.315 EarthsCOMMA it takes 7.3 days to complete one orbit of its starCOMMA and is 0.0735 AU from its star. Its discovery was announced in 2021.,2021,/exoplanet-catalog/8162/kepler-1967-b/,Kepler-1967 b,Kepler-1967 b,0.315 Earths,Terrestrial,813,13.519,0.065,0.73,0.00099,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-1967 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.315 EarthsCOMMA it takes 7.3 days to complete one orbit of its starCOMMA and is 0.0735 AU from its star. Its discovery was announced in 2021.,Kepler-1967_b,Kepler-1967,false,Kepler-1967_b,A rocky world outside our solar system,[],true,Kepler,null
1147,Kepler-197,e,Kepler-197 e,Kepler-197 e is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.693 EarthsCOMMA it takes 25.2 days to complete one orbit of its starCOMMA and is 0.164 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/1147/kepler-197-e/,Kepler-197 e,Kepler-197 e,0.693 Earths,Terrestrial,1078,11.775,0.081,0.91,0.00218,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-197 e is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.693 EarthsCOMMA it takes 25.2 days to complete one orbit of its starCOMMA and is 0.164 AU from its star. Its discovery was announced in 2014.,Kepler-197_e,Kepler-197,false,Kepler-197_e,A rocky world outside our solar system,[],true,Kepler,null
640,Kepler-20,e,Kepler-20 e,Kepler-20 e is a terrestrial exoplanet that orbits a G-type star. Its mass is 3.08 EarthsCOMMA it takes 6.1 days to complete one orbit of its starCOMMA and is 0.0639 AU from its star. Its discovery was announced in 2011.,2011,/exoplanet-catalog/640/kepler-20-e/,Kepler-20 e,Kepler-20 e,3.08 Earths,Terrestrial,922,12.61,0.077,0.865,0.01,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-20 e is a terrestrial exoplanet that orbits a G-type star. Its mass is 3.08 EarthsCOMMA it takes 6.1 days to complete one orbit of its starCOMMA and is 0.0639 AU from its star. Its discovery was announced in 2011.,Kepler-20_e,Kepler-20,false,Kepler-20_e,A rocky world outside our solar system,[],true,Kepler,null
4637,Kepler-220,b,Kepler-220 b,Kepler-220 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.457 EarthsCOMMA it takes 4.2 days to complete one orbit of its starCOMMA and is 0.046 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/4637/kepler-220-b/,Kepler-220 b,Kepler-220 b,0.457 Earths,Terrestrial,558,13.049,0.072,0.81,0.00144,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-220 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.457 EarthsCOMMA it takes 4.2 days to complete one orbit of its starCOMMA and is 0.046 AU from its star. Its discovery was announced in 2014.,Kepler-220_b,Kepler-220,false,Kepler-220_b,A rocky world outside our solar system,[],true,Kepler,null
