id,pl_hostname,pl_letter,display_name,description,discovery_date,url,title,feature_title,mass_display,planet_type,st_dist,st_optmag,pl_radj,pl_rade,pl_massj,pl_discmethod,image,list_image,short_description,ranger_feature_id,ranger_system_id,ranger_system,exo_id,subtitle,categories,pl_kepflag,pl_facility,long_description
4639,Kepler-220,d,Kepler-220 d,Kepler-220 d is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.904 EarthsCOMMA it takes 28.1 days to complete one orbit of its starCOMMA and is 0.163 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/4639/kepler-220-d/,Kepler-220 d,Kepler-220 d,0.904 Earths,Terrestrial,558,13.049,0.087,0.98,0.00284,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-220 d is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.904 EarthsCOMMA it takes 28.1 days to complete one orbit of its starCOMMA and is 0.163 AU from its star. Its discovery was announced in 2014.,Kepler-220_d,Kepler-220,false,Kepler-220_d,A rocky world outside our solar system,[],true,Kepler,null
5455,Kepler-271,c,Kepler-271 c,Kepler-271 c is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.809 EarthsCOMMA it takes 7.4 days to complete one orbit of its starCOMMA and is 0.0702 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/5455/kepler-271-c/,Kepler-271 c,Kepler-271 c,0.809 Earths,Terrestrial,1320,13.578,0.085,0.95,0.00254,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-271 c is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.809 EarthsCOMMA it takes 7.4 days to complete one orbit of its starCOMMA and is 0.0702 AU from its star. Its discovery was announced in 2014.,Kepler-271_c,Kepler-271,false,Kepler-271_c,A rocky world outside our solar system,[],true,Kepler,null
5410,Kepler-271,d,Kepler-271 d,Kepler-271 d is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.219 EarthsCOMMA it takes 5.2 days to complete one orbit of its starCOMMA and is 0.0558 AU from its star. Its discovery was announced in 2016.,2016,/exoplanet-catalog/5410/kepler-271-d/,Kepler-271 d,Kepler-271 d,0.219 Earths,Terrestrial,1320,13.578,0.059,0.66,0.00069,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-271 d is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.219 EarthsCOMMA it takes 5.2 days to complete one orbit of its starCOMMA and is 0.0558 AU from its star. Its discovery was announced in 2016.,Kepler-271_d,Kepler-271,false,Kepler-271_d,A rocky world outside our solar system,[],true,Kepler,null
5756,Kepler-303,b,Kepler-303 b,Kepler-303 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.64 EarthsCOMMA it takes 1.9 days to complete one orbit of its starCOMMA and is 0.024 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/5756/kepler-303-b/,Kepler-303 b,Kepler-303 b,0.64 Earths,Terrestrial,684,14.917,0.079,0.89,0.00201,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-303 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.64 EarthsCOMMA it takes 1.9 days to complete one orbit of its starCOMMA and is 0.024 AU from its star. Its discovery was announced in 2014.,Kepler-303_b,Kepler-303,false,Kepler-303_b,A rocky world outside our solar system,[],true,Kepler,null
4602,Kepler-314,b,Kepler-314 b,Kepler-314 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.498 EarthsCOMMA it takes 2.5 days to complete one orbit of its starCOMMA and is 0.035 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/4602/kepler-314-b/,Kepler-314 b,Kepler-314 b,0.498 Earths,Terrestrial,877,12.64,0.074,0.83,0.00157,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-314 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.498 EarthsCOMMA it takes 2.5 days to complete one orbit of its starCOMMA and is 0.035 AU from its star. Its discovery was announced in 2014.,Kepler-314_b,Kepler-314,false,Kepler-314_b,A rocky world outside our solar system,[],true,Kepler,null
1700,Kepler-32,f,Kepler-32 f,Kepler-32 f is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.477 EarthsCOMMA it takes 0.7 days to complete one orbit of its starCOMMA and is 0.013 AU from its star. Its discovery was announced in 2012.,2012,/exoplanet-catalog/1700/kepler-32-f/,Kepler-32 f,Kepler-32 f,0.477 Earths,Terrestrial,1056,16.36,0.073,0.82,0.0015,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-32 f is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.477 EarthsCOMMA it takes 0.7 days to complete one orbit of its starCOMMA and is 0.013 AU from its star. Its discovery was announced in 2012.,Kepler-32_f,Kepler-32,false,Kepler-32_f,A rocky world outside our solar system,[],true,Kepler,null
1702,Kepler-33,c,Kepler-33 c,Kepler-33 c is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.39 EarthsCOMMA it takes 13.2 days to complete one orbit of its starCOMMA and is 0.1189 AU from its star. Its discovery was announced in 2011.,2011,/exoplanet-catalog/1702/kepler-33-c/,Kepler-33 c,Kepler-33 c,0.39 Earths,Terrestrial,3944,14.099,0.285,3.2,0.00123,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-33 c is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.39 EarthsCOMMA it takes 13.2 days to complete one orbit of its starCOMMA and is 0.1189 AU from its star. Its discovery was announced in 2011.,Kepler-33_c,Kepler-33,false,Kepler-33_c,A rocky world outside our solar system,[],true,Kepler,null
5892,Kepler-342,e,Kepler-342 e,Kepler-342 e is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.615 EarthsCOMMA it takes 1.6 days to complete one orbit of its starCOMMA and is 0.0293 AU from its star. Its discovery was announced in 2016.,2016,/exoplanet-catalog/5892/kepler-342-e/,Kepler-342 e,Kepler-342 e,0.615 Earths,Terrestrial,2550,13.2,0.079,0.88,0.00193,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-342 e is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.615 EarthsCOMMA it takes 1.6 days to complete one orbit of its starCOMMA and is 0.0293 AU from its star. Its discovery was announced in 2016.,Kepler-342_e,Kepler-342,false,Kepler-342_e,A rocky world outside our solar system,[],true,Kepler,null
887,Kepler-345,b,Kepler-345 b,Kepler-345 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.5 EarthsCOMMA it takes 7.4 days to complete one orbit of its starCOMMA and is 0.066 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/887/kepler-345-b/,Kepler-345 b,Kepler-345 b,0.5 Earths,Terrestrial,848,14.344,0.066,0.74,0.00157,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-345 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.5 EarthsCOMMA it takes 7.4 days to complete one orbit of its starCOMMA and is 0.066 AU from its star. Its discovery was announced in 2014.,Kepler-345_b,Kepler-345,false,Kepler-345_b,A rocky world outside our solar system,[],true,Kepler,null
4506,Kepler-352,b,Kepler-352 b,Kepler-352 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.566 EarthsCOMMA it takes 10.1 days to complete one orbit of its starCOMMA and is 0.085 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/4506/kepler-352-b/,Kepler-352 b,Kepler-352 b,0.566 Earths,Terrestrial,824,13.142,0.077,0.86,0.00178,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-352 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.566 EarthsCOMMA it takes 10.1 days to complete one orbit of its starCOMMA and is 0.085 AU from its star. Its discovery was announced in 2014.,Kepler-352_b,Kepler-352,false,Kepler-352_b,A rocky world outside our solar system,[],true,Kepler,null
8134,Kepler-352,d,Kepler-352 d,Kepler-352 d is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.449 EarthsCOMMA it takes 6.9 days to complete one orbit of its starCOMMA and is 0.0657 AU from its star. Its discovery was announced in 2021.,2021,/exoplanet-catalog/8134/kepler-352-d/,Kepler-352 d,Kepler-352 d,0.449 Earths,Terrestrial,824,13.142,0.072,0.806,0.00141,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-352 d is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.449 EarthsCOMMA it takes 6.9 days to complete one orbit of its starCOMMA and is 0.0657 AU from its star. Its discovery was announced in 2021.,Kepler-352_d,Kepler-352,false,Kepler-352_d,A rocky world outside our solar system,[],true,Kepler,null
4508,Kepler-353,b,Kepler-353 b,Kepler-353 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.64 EarthsCOMMA it takes 5.8 days to complete one orbit of its starCOMMA and is 0.051 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/4508/kepler-353-b/,Kepler-353 b,Kepler-353 b,0.64 Earths,Terrestrial,1255,16.126,0.079,0.89,0.00201,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-353 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.64 EarthsCOMMA it takes 5.8 days to complete one orbit of its starCOMMA and is 0.051 AU from its star. Its discovery was announced in 2014.,Kepler-353_b,Kepler-353,false,Kepler-353_b,A rocky world outside our solar system,[],true,Kepler,null
4604,Kepler-362,b,Kepler-362 b,Kepler-362 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.615 EarthsCOMMA it takes 10.3 days to complete one orbit of its starCOMMA and is 0.087 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/4604/kepler-362-b/,Kepler-362 b,Kepler-362 b,0.615 Earths,Terrestrial,3557,14.608,0.079,0.88,0.00193,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-362 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.615 EarthsCOMMA it takes 10.3 days to complete one orbit of its starCOMMA and is 0.087 AU from its star. Its discovery was announced in 2014.,Kepler-362_b,Kepler-362,false,Kepler-362_b,A rocky world outside our solar system,[],true,Kepler,null
4712,Kepler-378,b,Kepler-378 b,Kepler-378 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.347 EarthsCOMMA it takes 16.1 days to complete one orbit of its starCOMMA and is 0.112 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/4712/kepler-378-b/,Kepler-378 b,Kepler-378 b,0.347 Earths,Terrestrial,496,12.619,0.067,0.75,0.00109,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-378 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.347 EarthsCOMMA it takes 16.1 days to complete one orbit of its starCOMMA and is 0.112 AU from its star. Its discovery was announced in 2014.,Kepler-378_b,Kepler-378,false,Kepler-378_b,A rocky world outside our solar system,[],true,Kepler,null
4713,Kepler-378,c,Kepler-378 c,Kepler-378 c is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.271 EarthsCOMMA it takes 28.9 days to complete one orbit of its starCOMMA and is 0.166 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/4713/kepler-378-c/,Kepler-378 c,Kepler-378 c,0.271 Earths,Terrestrial,496,12.619,0.062,0.7,0.00085,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-378 c is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.271 EarthsCOMMA it takes 28.9 days to complete one orbit of its starCOMMA and is 0.166 AU from its star. Its discovery was announced in 2014.,Kepler-378_c,Kepler-378,false,Kepler-378_c,A rocky world outside our solar system,[],true,Kepler,null
1824,Kepler-37,c,Kepler-37 c,Kepler-37 c is a terrestrial exoplanet that orbits a G-type star. Its mass is 12 EarthsCOMMA it takes 21.3 days to complete one orbit of its starCOMMA and is 0.1368 AU from its star. Its discovery was announced in 2013.,2013,/exoplanet-catalog/1824/kepler-37-c/,Kepler-37 c,Kepler-37 c,12 Earths,Terrestrial,209,9.770001,0.067,0.75,0.03776,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-37 c is a terrestrial exoplanet that orbits a G-type star. Its mass is 12 EarthsCOMMA it takes 21.3 days to complete one orbit of its starCOMMA and is 0.1368 AU from its star. Its discovery was announced in 2013.,Kepler-37_c,Kepler-37,false,Kepler-37_c,A rocky world outside our solar system,[],true,Kepler,null
4790,Kepler-37,e,Kepler-37 e,Kepler-37 e is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.0275 EarthsCOMMA it takes 51.2 days to complete one orbit of its starCOMMA and is 0.246 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/4790/kepler-37-e/,Kepler-37 e,Kepler-37 e,0.0275 Earths,Terrestrial,209,9.770001,null,0.37,9.0e-05,Transit Timing Variations,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-37 e is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.0275 EarthsCOMMA it takes 51.2 days to complete one orbit of its starCOMMA and is 0.246 AU from its star. Its discovery was announced in 2014.,Kepler-37_e,Kepler-37,false,Kepler-37_e,A rocky world outside our solar system,[],true,Kepler,null
4717,Kepler-381,b,Kepler-381 b,Kepler-381 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.937 EarthsCOMMA it takes 5.6 days to complete one orbit of its starCOMMA and is 0.066 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/4717/kepler-381-b/,Kepler-381 b,Kepler-381 b,0.937 Earths,Terrestrial,872,10.47,0.088,0.99,0.00295,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-381 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.937 EarthsCOMMA it takes 5.6 days to complete one orbit of its starCOMMA and is 0.066 AU from its star. Its discovery was announced in 2014.,Kepler-381_b,Kepler-381,false,Kepler-381_b,A rocky world outside our solar system,[],true,Kepler,null
4726,Kepler-387,c,Kepler-387 c,Kepler-387 c is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.64 EarthsCOMMA it takes 11.8 days to complete one orbit of its starCOMMA and is 0.098 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/4726/kepler-387-c/,Kepler-387 c,Kepler-387 c,0.64 Earths,Terrestrial,2613,14.129,0.079,0.89,0.00201,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-387 c is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.64 EarthsCOMMA it takes 11.8 days to complete one orbit of its starCOMMA and is 0.098 AU from its star. Its discovery was announced in 2014.,Kepler-387_c,Kepler-387,false,Kepler-387_c,A rocky world outside our solar system,[],true,Kepler,null
4727,Kepler-388,b,Kepler-388 b,Kepler-388 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.457 EarthsCOMMA it takes 3.2 days to complete one orbit of its starCOMMA and is 0.036 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/4727/kepler-388-b/,Kepler-388 b,Kepler-388 b,0.457 Earths,Terrestrial,1386,15.218,0.072,0.81,0.00144,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-388 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.457 EarthsCOMMA it takes 3.2 days to complete one orbit of its starCOMMA and is 0.036 AU from its star. Its discovery was announced in 2014.,Kepler-388_b,Kepler-388,false,Kepler-388_b,A rocky world outside our solar system,[],true,Kepler,null
4797,Kepler-388,c,Kepler-388 c,Kepler-388 c is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.566 EarthsCOMMA it takes 13.3 days to complete one orbit of its starCOMMA and is 0.093 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/4797/kepler-388-c/,Kepler-388 c,Kepler-388 c,0.566 Earths,Terrestrial,1386,15.218,0.077,0.86,0.00178,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-388 c is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.566 EarthsCOMMA it takes 13.3 days to complete one orbit of its starCOMMA and is 0.093 AU from its star. Its discovery was announced in 2014.,Kepler-388_c,Kepler-388,false,Kepler-388_c,A rocky world outside our solar system,[],true,Kepler,null
4730,Kepler-390,b,Kepler-390 b,Kepler-390 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.477 EarthsCOMMA it takes 6.7 days to complete one orbit of its starCOMMA and is 0.065 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/4730/kepler-390-b/,Kepler-390 b,Kepler-390 b,0.477 Earths,Terrestrial,1420,14.231,0.073,0.82,0.0015,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-390 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.477 EarthsCOMMA it takes 6.7 days to complete one orbit of its starCOMMA and is 0.065 AU from its star. Its discovery was announced in 2014.,Kepler-390_b,Kepler-390,false,Kepler-390_b,A rocky world outside our solar system,[],true,Kepler,null
4798,Kepler-390,c,Kepler-390 c,Kepler-390 c is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.418 EarthsCOMMA it takes 13.1 days to complete one orbit of its starCOMMA and is 0.101 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/4798/kepler-390-c/,Kepler-390 c,Kepler-390 c,0.418 Earths,Terrestrial,1420,14.231,0.07,0.79,0.00131,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-390 c is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.418 EarthsCOMMA it takes 13.1 days to complete one orbit of its starCOMMA and is 0.101 AU from its star. Its discovery was announced in 2014.,Kepler-390_c,Kepler-390,false,Kepler-390_c,A rocky world outside our solar system,[],true,Kepler,null
4733,Kepler-392,b,Kepler-392 b,Kepler-392 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.972 EarthsCOMMA it takes 5.3 days to complete one orbit of its starCOMMA and is 0.059 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/4733/kepler-392-b/,Kepler-392 b,Kepler-392 b,0.972 Earths,Terrestrial,2223,13.528,0.089,1.0,0.00306,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-392 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.972 EarthsCOMMA it takes 5.3 days to complete one orbit of its starCOMMA and is 0.059 AU from its star. Its discovery was announced in 2014.,Kepler-392_b,Kepler-392,false,Kepler-392_b,A rocky world outside our solar system,[],true,Kepler,null
4822,Kepler-398,b,Kepler-398 b,Kepler-398 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.749 EarthsCOMMA it takes 4.1 days to complete one orbit of its starCOMMA and is 0.044 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/4822/kepler-398-b/,Kepler-398 b,Kepler-398 b,0.749 Earths,Terrestrial,579,13.499,0.083,0.93,0.00236,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-398 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.749 EarthsCOMMA it takes 4.1 days to complete one orbit of its starCOMMA and is 0.044 AU from its star. Its discovery was announced in 2014.,Kepler-398_b,Kepler-398,false,Kepler-398_b,A rocky world outside our solar system,[],true,Kepler,null
4449,Kepler-398,d,Kepler-398 d,Kepler-398 d is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.615 EarthsCOMMA it takes 6.8 days to complete one orbit of its starCOMMA and is 0.0618 AU from its star. Its discovery was announced in 2016.,2016,/exoplanet-catalog/4449/kepler-398-d/,Kepler-398 d,Kepler-398 d,0.615 Earths,Terrestrial,579,13.499,0.079,0.88,0.00193,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-398 d is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.615 EarthsCOMMA it takes 6.8 days to complete one orbit of its starCOMMA and is 0.0618 AU from its star. Its discovery was announced in 2016.,Kepler-398_d,Kepler-398,false,Kepler-398_d,A rocky world outside our solar system,[],true,Kepler,null
4802,Kepler-399,b,Kepler-399 b,Kepler-399 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.84 EarthsCOMMA it takes 14.4 days to complete one orbit of its starCOMMA and is 0.103 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/4802/kepler-399-b/,Kepler-399 b,Kepler-399 b,0.84 Earths,Terrestrial,2416,14.686,0.086,0.96,0.00264,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-399 b is a terrestrial exoplanet that orbits a G-type star. Its mass is 0.84 EarthsCOMMA it takes 14.4 days to complete one orbit of its starCOMMA and is 0.103 AU from its star. Its discovery was announced in 2014.,Kepler-399_b,Kepler-399,false,Kepler-399_b,A rocky world outside our solar system,[],true,Kepler,null
4839,Kepler-408,b,Kepler-408 b,Kepler-408 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 5 EarthsCOMMA it takes 2.5 days to complete one orbit of its starCOMMA and is 0.0359 AU from its star. Its discovery was announced in 2014.,2014,/exoplanet-catalog/4839/kepler-408-b/,Kepler-408 b,Kepler-408 b,5 Earths,Terrestrial,290,8.834,0.073,0.82,0.01573,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-408 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 5 EarthsCOMMA it takes 2.5 days to complete one orbit of its starCOMMA and is 0.0359 AU from its star. Its discovery was announced in 2014.,Kepler-408_b,Kepler-408,false,Kepler-408_b,A rocky world outside our solar system,[],true,Kepler,null
1907,Kepler-42,b,Kepler-42 b,Kepler-42 b is a terrestrial exoplanet that orbits an M-type star. Its mass is 0.399 EarthsCOMMA it takes 1.2 days to complete one orbit of its starCOMMA and is 0.0116 AU from its star. Its discovery was announced in 2011.,2011,/exoplanet-catalog/1907/kepler-42-b/,Kepler-42 b,Kepler-42 b,0.399 Earths,Terrestrial,131,16.7,0.07,0.78,0.00126,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-42 b is a terrestrial exoplanet that orbits an M-type star. Its mass is 0.399 EarthsCOMMA it takes 1.2 days to complete one orbit of its starCOMMA and is 0.0116 AU from its star. Its discovery was announced in 2011.,Kepler-42_b,Kepler-42,false,Kepler-42_b,A rocky world outside our solar system,[],true,Kepler,null
1908,Kepler-42,c,Kepler-42 c,Kepler-42 c is a terrestrial exoplanet that orbits an M-type star. Its mass is 0.315 EarthsCOMMA it takes 0.5 days to complete one orbit of its starCOMMA and is 0.006 AU from its star. Its discovery was announced in 2011.,2011,/exoplanet-catalog/1908/kepler-42-c/,Kepler-42 c,Kepler-42 c,0.315 Earths,Terrestrial,131,16.7,0.065,0.73,0.00099,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-42 c is a terrestrial exoplanet that orbits an M-type star. Its mass is 0.315 EarthsCOMMA it takes 0.5 days to complete one orbit of its starCOMMA and is 0.006 AU from its star. Its discovery was announced in 2011.,Kepler-42_c,Kepler-42,false,Kepler-42_c,A rocky world outside our solar system,[],true,Kepler,null
1909,Kepler-42,d,Kepler-42 d,Kepler-42 d is a terrestrial exoplanet that orbits an M-type star. Its mass is 0.13 EarthsCOMMA it takes 1.9 days to complete one orbit of its starCOMMA and is 0.0154 AU from its star. Its discovery was announced in 2011.,2011,/exoplanet-catalog/1909/kepler-42-d/,Kepler-42 d,Kepler-42 d,0.13 Earths,Terrestrial,131,16.7,0.051,0.57,0.00041,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-42 d is a terrestrial exoplanet that orbits an M-type star. Its mass is 0.13 EarthsCOMMA it takes 1.9 days to complete one orbit of its starCOMMA and is 0.0154 AU from its star. Its discovery was announced in 2011.,Kepler-42_d,Kepler-42,false,Kepler-42_d,A rocky world outside our solar system,[],true,Kepler,null
5264,Kepler-431,b,Kepler-431 b,Kepler-431 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.37 EarthsCOMMA it takes 6.8 days to complete one orbit of its starCOMMA and is 0.0719 AU from its star. Its discovery was announced in 2015.,2015,/exoplanet-catalog/5264/kepler-431-b/,Kepler-431 b,Kepler-431 b,0.37 Earths,Terrestrial,1587,12.139,0.068,0.764,0.00117,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-431 b is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.37 EarthsCOMMA it takes 6.8 days to complete one orbit of its starCOMMA and is 0.0719 AU from its star. Its discovery was announced in 2015.,Kepler-431_b,Kepler-431,false,Kepler-431_b,A rocky world outside our solar system,[],true,Kepler,null
4902,Kepler-431,c,Kepler-431 c,Kepler-431 c is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.229 EarthsCOMMA it takes 8.7 days to complete one orbit of its starCOMMA and is 0.0847 AU from its star. Its discovery was announced in 2015.,2015,/exoplanet-catalog/4902/kepler-431-c/,Kepler-431 c,Kepler-431 c,0.229 Earths,Terrestrial,1587,12.139,0.06,0.668,0.00072,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-431 c is a terrestrial exoplanet that orbits an F-type star. Its mass is 0.229 EarthsCOMMA it takes 8.7 days to complete one orbit of its starCOMMA and is 0.0847 AU from its star. Its discovery was announced in 2015.,Kepler-431_c,Kepler-431,false,Kepler-431_c,A rocky world outside our solar system,[],true,Kepler,null
5561,Kepler-444,b,Kepler-444 b,Kepler-444 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.0374 EarthsCOMMA it takes 3.6 days to complete one orbit of its starCOMMA and is 0.04178 AU from its star. Its discovery was announced in 2015.,2015,/exoplanet-catalog/5561/kepler-444-b/,Kepler-444 b,Kepler-444 b,0.0374 Earths,Terrestrial,119,8.87,0.036,0.403,0.00012,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-444 b is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.0374 EarthsCOMMA it takes 3.6 days to complete one orbit of its starCOMMA and is 0.04178 AU from its star. Its discovery was announced in 2015.,Kepler-444_b,Kepler-444,false,Kepler-444_b,A rocky world outside our solar system,[],true,Kepler,null
5562,Kepler-444,c,Kepler-444 c,Kepler-444 c is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.0793 EarthsCOMMA it takes 4.5 days to complete one orbit of its starCOMMA and is 0.04881 AU from its star. Its discovery was announced in 2015.,2015,/exoplanet-catalog/5562/kepler-444-c/,Kepler-444 c,Kepler-444 c,0.0793 Earths,Terrestrial,119,8.87,0.044,0.497,0.00025,Transit,/assets/content/planets/terrestrial.jpg,/assets/content/planets/terrestrial_sq.jpg,Kepler-444 c is a terrestrial exoplanet that orbits a K-type star. Its mass is 0.0793 EarthsCOMMA it takes 4.5 days to complete one orbit of its starCOMMA and is 0.04881 AU from its star. Its discovery was announced in 2015.,Kepler-444_c,Kepler-444,false,Kepler-444_c,A rocky world outside our solar system,[],true,Kepler,null
